Column1;aX;aY;aZ 
;-283;-502;859
;-283;-502;859
;-382;-516;789
;-382;-516;789
;-382;-516;789
;-267;-425;832
;-267;-425;832
;-267;-425;832
;-299;-366;812
;-299;-366;812
;-295;-383;848
;-272;-471;791
;-272;-471;791
;-272;-471;791
;-304;-424;767
;-304;-424;767
;-304;-424;767
;-326;-550;913
;-326;-550;913
;-326;-550;913
;-319;-548;848
;-319;-548;848
;-325;-521;859
;-313;-515;881
;-318;-534;889
;-290;-563;863
;-290;-563;863
;-290;-563;863
;-241;-398;776
;-241;-398;776
;-241;-398;776
;-266;-466;795
;-266;-466;795
;-266;-466;795
;-209;-381;819
;-209;-381;819
;-209;-381;819
;-244;-512;818
;-244;-512;818
;-244;-512;818
;-184;-500;832
;-184;-500;832
;-184;-500;832
;-157;-476;802
;-157;-476;802
;-160;-628;838
;-178;-629;847
;-143;-536;813
;-143;-536;813
;-136;-385;799
;-136;-385;799
;-136;-385;799
;-204;-604;936
;-204;-604;936
;-204;-604;936
;-194;-359;871
;-220;-387;894
;-220;-387;894
;-244;-395;946
;-244;-395;946
;-244;-395;946
;-241;-253;878
;-241;-253;878
;-241;-253;878
;-248;-426;922
;-248;-426;922
;-248;-426;922
;-326;-513;861
;-358;-615;950
;-358;-615;950
;-469;-563;760
;-469;-563;760
;-469;-563;760
;-445;-647;566
;-445;-647;566
;-445;-647;566
;-345;-669;574
;-345;-669;574
;-345;-669;574
;-407;-757;528
;-407;-757;528
;-407;-757;528
;-319;-519;383
;-319;-519;383
;-319;-519;383
;-440;-727;340
;-440;-727;340
;-440;-727;340
;-453;-676;368
;-453;-676;368
;-453;-676;368
;-553;-521;427
;-553;-521;427
;-654;-647;492
;-766;-808;505
;-766;-808;505
;-766;-808;505
;-585;-663;433
;-585;-663;433
;-585;-663;433
;-514;-566;351
;-514;-566;351
;-514;-566;351
;-678;-521;364
;-678;-521;364
;-764;-531;361
;-735;-598;351
;-735;-598;351
;-735;-598;351
;-740;-562;435
;-740;-562;435
;-740;-562;435
;-632;-565;449
;-632;-565;449
;-617;-602;366
;-515;-759;368
;-515;-759;368
;-515;-759;368
;-600;-684;432
;-600;-684;432
;-600;-684;432
;-579;-592;314
;-579;-592;314
;-464;-682;354
;-464;-682;354
;-464;-682;354
;-407;-643;376
;-407;-643;376
;-407;-643;376
;-503;-645;435
;-503;-645;435
;-503;-645;435
;-499;-647;401
;-499;-647;401
;-499;-647;401
;-626;-622;328
;-626;-622;328
;-626;-622;328
;-753;-540;246
;-753;-540;246
;-753;-540;246
;-768;-526;299
;-768;-526;299
;-768;-526;299
;-748;-626;437
;-748;-626;437
;-748;-626;437
;-589;-532;403
;-589;-532;403
;-589;-532;403
;-536;-524;322
;-452;-556;316
;-452;-556;316
;-560;-535;320
;-560;-535;320
;-560;-535;320
;-631;-599;332
;-631;-599;332
;-631;-599;332
;-770;-623;349
;-770;-623;349
;-770;-623;349
;-709;-407;249
;-831;-482;290
;-831;-482;290
;-754;-723;241
;-754;-723;241
;-754;-723;241
;-744;-729;178
;-744;-729;178
;-744;-729;178
;-602;-721;141
;-602;-721;141
;-602;-721;141
;-628;-728;158
;-628;-728;158
;-640;-745;193
;-454;-749;231
;-454;-749;231
;-454;-749;231
;-397;-832;293
;-397;-832;293
;-397;-832;293
;-340;-857;249
;-340;-857;249
;-340;-857;249
;-263;-863;224
;-263;-863;224
;-263;-863;224
;-221;-876;215
;-221;-876;215
;-221;-876;215
;-173;-762;186
;-173;-762;186
;-173;-762;186
;-117;-905;181
;-117;-905;181
;-117;-905;181
;-100;-748;113
;-100;-748;113
;-109;-638;112
;-34;-833;190
;-34;-833;190
;-34;-833;190
;-65;-979;175
;-65;-979;175
;-65;-979;175
;-64;-963;131
;-64;-963;131
;-64;-963;131
;-67;-1126;113
;-67;-1126;113
;-52;-1088;102
;-174;-916;127
;-174;-916;127
;-174;-916;127
;-242;-1104;212
;-242;-1104;212
;-242;-1104;212
;-182;-980;173
;-182;-980;173
;-239;-925;141
;-188;-933;129
;-192;-997;146
;-192;-997;146
;-204;-1028;39
;-204;-1028;39
;-204;-1028;39
;-307;-1083;63
;-307;-1083;63
;-307;-1083;63
;-148;-1102;178
;-148;-1102;178
;-148;-1102;178
;-204;-913;91
;-204;-913;91
;-204;-913;91
;-11;-908;168
;-11;-908;168
;-11;-908;168
;-167;-908;121
;-167;-908;121
;-167;-908;121
;-139;-852;183
;-139;-852;183
;-142;-796;147
;-196;-807;102
;-196;-807;102
;-196;-807;102
;-217;-877;68
;-217;-877;68
;-217;-877;68
;-152;-782;7
;-152;-782;7
;-152;-782;7
;-114;-867;19
;-114;-867;19
;-86;-918;27
;-59;-943;14
;-59;-943;14
;-59;-943;14
;-53;-1094;74
;-53;-1094;74
;-53;-1094;74
;-89;-1012;-3
;-89;-1012;-3
;-89;-1012;-3
;-94;-929;-52
;-70;-982;-77
;-70;-982;-77
;-236;-1125;-164
;-236;-1125;-164
;-236;-1125;-164
;-219;-1206;-147
;-219;-1206;-147
;-219;-1206;-147
;-118;-1248;-589
;-118;-1248;-589
;-118;-1248;-589
;-255;-1383;-335
;-255;-1383;-335
;-272;-1344;-272
;-61;-1208;-241
;-61;-1208;-241
;-61;-1208;-241
;-66;-1209;-182
;-66;-1209;-182
;-66;-1209;-182
;-46;-1083;-157
;-46;-1083;-157
;-46;-1083;-157
;-48;-855;-185
;-48;-855;-185
;-16;-775;-274
;-16;-775;-274
;-16;-775;-274
;118;-800;-318
;118;-800;-318
;118;-800;-318
;157;-669;-369
;157;-669;-369
;157;-669;-369
;261;-565;-349
;261;-565;-349
;261;-565;-349
;332;-392;-375
;332;-392;-375
;332;-392;-375
;647;-706;-290
;647;-706;-290
;647;-706;-290
;453;-220;-212
;453;-220;-212
;453;-220;-212
;388;-156;-140
;388;-156;-140
;436;-171;-138
;469;-273;-125
;465;-310;-143
;465;-310;-143
;426;-359;-39
;426;-359;-39
;426;-359;-39
;325;-560;-86
;325;-560;-86
;325;-560;-86
;588;-930;6
;588;-930;6
;577;-877;18
;505;-811;4
;532;-832;-7
;532;-832;-7
;622;-1020;101
;622;-1020;101
;622;-1020;101
;533;-1124;105
;533;-1124;105
;533;-1124;105
;381;-849;115
;381;-849;115
;381;-849;115
;265;-781;73
;268;-918;359
;268;-918;359
;147;-837;507
;147;-837;507
;147;-837;507
;190;-1005;339
;190;-1005;339
;190;-1005;339
;93;-897;331
;93;-897;331
;65;-794;419
;27;-1043;404
;27;-1043;404
;27;-1043;404
;-220;-1023;440
;-220;-1023;440
;-220;-1023;440
;7;-818;536
;7;-818;536
;7;-818;536
;-243;-966;576
;-243;-966;576
;-243;-966;576
;-239;-915;546
;-239;-915;546
;-239;-915;546
;-256;-973;589
;-256;-973;589
;-256;-973;589
;-321;-828;550
;-321;-828;550
;-321;-828;550
;-418;-973;646
;-418;-973;646
;-583;-867;519
;-231;-811;662
;-231;-811;662
;-231;-811;662
;-388;-825;589
;-388;-825;589
;-388;-825;589
;-324;-857;653
;-324;-857;653
;-324;-857;653
;-250;-598;543
;-250;-598;543
;-192;-673;583
;-178;-747;585
;-178;-747;585
;-178;-747;585
;-142;-666;612
;-142;-666;612
;-142;-666;612
;-70;-731;590
;-70;-731;590
;-70;-731;590
;-176;-617;543
;-176;-617;543
;-176;-617;543
;-372;-759;598
;-372;-759;598
;-372;-759;598
;-423;-657;547
;-423;-657;547
;-423;-657;547
;-604;-678;533
;-604;-678;533
;-634;-749;597
;-575;-682;569
;-575;-682;569
;-636;-538;545
;-663;-636;437
;-663;-636;437
;-663;-636;437
;-556;-778;592
;-556;-778;592
;-556;-778;592
;-613;-498;476
;-613;-498;476
;-613;-498;476
;-507;-719;535
;-507;-719;535
;-507;-719;535
;-586;-564;467
;-586;-564;467
;-586;-564;467
;-544;-654;508
;-544;-654;508
;-544;-654;508
;-494;-628;469
;-494;-628;469
;-498;-619;492
;-464;-657;527
;-472;-632;514
;-472;-632;514
;-477;-676;513
;-477;-676;513
;-477;-676;513
;-470;-588;522
;-470;-588;522
;-470;-588;522
;-489;-603;537
;-489;-603;537
;-489;-603;537
;-517;-595;504
;-517;-595;504
;-517;-595;504
;-524;-588;513
;-524;-588;513
;-524;-588;513
;-538;-616;543
;-538;-616;543
;-538;-616;543
;-490;-644;572
;-490;-644;572
;-490;-644;572
;-522;-586;543
;-512;-584;558
;-512;-584;558
;-598;-596;493
;-598;-596;493
;-388;-659;606
;-388;-659;606
;-388;-659;606
;-447;-536;556
;-447;-536;556
;-447;-536;556
;-504;-581;568
;-504;-581;568
;-504;-581;568
;-539;-585;570
;-539;-585;570
;-539;-585;570
;-530;-548;564
;-530;-548;564
;-530;-548;564
;-511;-562;560
;-511;-562;560
;-531;-569;563
;-513;-552;554
;-513;-552;554
;-513;-552;554
;-535;-564;563
;-535;-564;563
;-535;-564;563
;-528;-564;560
;-528;-564;560
;-528;-564;560
;-530;-581;553
;-530;-581;553
;-530;-581;553
;-538;-610;574
;-538;-610;574
;-538;-610;574
;-510;-558;545
;-510;-558;545
;-510;-558;545
;-559;-555;555
;-559;-555;555
;-559;-555;555
;-542;-565;561
;-542;-565;561
;-542;-565;561
;-505;-589;565
;-505;-589;565
;-505;-589;565
;-524;-600;541
;-524;-600;541
;-524;-600;541
;-547;-571;554
;-547;-571;554
;-547;-571;554
;-592;-664;557
;-592;-664;557
;-580;-691;557
;-581;-552;472
;-581;-552;472
;-581;-552;472
;-611;-676;583
;-611;-676;583
;-611;-676;583
;-554;-697;525
;-554;-697;525
;-554;-697;525
;-418;-576;570
;-418;-576;570
;-418;-576;570
;-420;-646;571
;-420;-646;571
;-390;-710;585
;-332;-678;608
;-332;-678;608
;-332;-678;608
;-403;-603;643
;-403;-603;643
;-403;-603;643
;-332;-707;746
;-332;-707;746
;-332;-707;746
;-446;-607;683
;-446;-607;683
;-446;-607;683
;-351;-605;624
;-351;-605;624
;-351;-605;624
;-322;-554;584
;-322;-554;584
;-322;-554;584
;-302;-617;649
;-302;-617;649
;-302;-617;649
;-351;-705;613
;-342;-639;545
;-342;-639;545
;-317;-546;467
;-317;-546;467
;-317;-546;467
;-243;-647;547
;-243;-647;547
;-243;-647;547
;-288;-668;511
;-288;-668;511
;-288;-668;511
;-301;-570;546
;-302;-636;639
;-302;-636;639
;-462;-748;702
;-462;-748;702
;-462;-748;702
;-362;-599;659
;-362;-599;659
;-362;-599;659
;-283;-659;691
;-283;-659;691
;-283;-659;691
;-308;-668;677
;-308;-668;677
;-309;-598;652
;-369;-601;655
;-369;-601;655
;-369;-601;655
;-307;-616;691
;-307;-616;691
;-307;-616;691
;-214;-569;651
;-214;-569;651
;-214;-569;651
;-92;-723;642
;-92;-723;642
;-92;-723;642
;-157;-688;654
;-157;-688;654
;-157;-688;654
;-228;-765;718
;-228;-765;718
;-228;-765;718
;-303;-722;728
;-303;-722;728
;-337;-707;742
;-307;-678;724
;-307;-678;724
;-307;-678;724
;-250;-682;720
;-250;-682;720
;-250;-682;720
;-254;-646;689
;-254;-646;689
;-254;-646;689
;-291;-688;689
;-291;-688;689
;-432;-573;622
;-432;-573;622
;-432;-573;622
;-421;-643;598
;-421;-643;598
;-421;-643;598
;-368;-670;629
;-368;-670;629
;-368;-670;629
;-361;-655;574
;-361;-655;574
;-365;-633;543
;-332;-600;506
;-332;-600;506
;-332;-600;506
;-304;-571;503
;-304;-571;503
;-304;-571;503
;-328;-624;558
;-328;-624;558
;-360;-680;705
;-366;-714;719
;-366;-714;719
;-325;-663;652
;-325;-663;652
;-325;-663;652
;-290;-697;712
;-290;-697;712
;-290;-697;712
;-317;-755;701
;-317;-755;701
;-327;-767;663
;-321;-706;626
;-321;-706;626
;-335;-636;595
;-350;-665;607
;-350;-665;607
;-350;-665;607
;-298;-605;587
;-298;-605;587
;-298;-605;587
;-376;-530;581
;-376;-530;581
;-376;-530;581
;-313;-486;588
;-313;-486;588
;-313;-486;588
;-284;-535;626
;-284;-535;626
;-284;-535;626
;-268;-661;721
;-268;-661;721
;-268;-661;721
;-304;-727;782
;-304;-727;782
;-289;-677;735
;-289;-677;735
;-296;-690;714
;-318;-633;642
;-318;-633;642
;-318;-633;642
;-305;-646;616
;-305;-646;616
;-305;-646;616
;-265;-703;642
;-265;-703;642
;-265;-703;642
;-256;-694;667
;-236;-691;660
;-236;-691;660
;-259;-693;653
;-259;-693;653
;-259;-693;653
;-312;-727;644
;-312;-727;644
;-312;-727;644
;-283;-735;650
;-283;-735;650
;-283;-735;650
;-242;-714;664
;-204;-703;673
;-204;-703;673
;-193;-758;687
;-193;-758;687
;-193;-758;687
;-304;-664;628
;-304;-664;628
;-304;-664;628
;-327;-688;555
;-327;-688;555
;-327;-688;555
;-263;-714;567
;-263;-714;567
;-253;-701;593
;-282;-721;635
;-282;-721;635
;-282;-721;635
;-259;-639;583
;-259;-639;583
;-259;-639;583
;-274;-661;577
;-274;-661;577
;-274;-661;577
;-346;-674;645
;-346;-674;645
;-346;-674;645
;-324;-750;637
;-324;-750;637
;-324;-750;637
;-263;-693;672
;-263;-693;672
;-263;-693;672
;-241;-687;710
;-241;-687;710
;-241;-687;710
;-255;-585;623
;-255;-585;623
;-289;-587;623
;-342;-671;666
;-342;-671;666
;-342;-671;666
;-341;-660;613
;-341;-660;613
;-341;-660;613
;-313;-646;613
;-313;-646;613
;-313;-646;613
;-302;-675;668
;-302;-675;668
;-302;-675;668
;-286;-670;668
;-286;-670;668
;-286;-670;668
;-261;-709;647
;-261;-709;647
;-261;-709;647
;-279;-676;650
;-279;-676;650
;-279;-676;650
;-311;-613;623
;-324;-647;634
;-324;-647;634
;-292;-660;664
;-292;-660;664
;-292;-660;664
;-306;-607;648
;-306;-607;648
;-306;-607;648
;-322;-700;654
;-322;-700;654
;-322;-700;654
;-294;-706;656
;-294;-706;656
;-301;-698;658
;-302;-689;654
;-302;-689;654
;-302;-689;654
;-321;-722;659
;-321;-722;659
;-321;-722;659
;-303;-667;666
;-303;-667;666
;-300;-642;670
;-317;-698;654
;-317;-698;654
;-317;-698;654
;-264;-736;587
;-264;-736;587
;-264;-736;587
;-304;-713;614
;-304;-713;614
;-304;-713;614
;-260;-694;682
;-260;-694;682
;-260;-694;682
;-196;-813;617
;-196;-813;617
;-196;-813;617
;-238;-768;601
;-238;-768;601
;-238;-768;601
;-251;-791;619
;-251;-791;619
;-251;-791;619
;-188;-718;656
;-188;-718;656
;-227;-733;619
;-252;-811;613
;-233;-809;599
;-287;-653;544
;-287;-653;544
;-287;-653;544
;-251;-814;607
;-251;-814;607
;-251;-814;607
;-222;-670;529
;-222;-670;529
;-222;-670;529
;-206;-855;611
;-206;-855;611
;-206;-855;611
;-175;-759;566
;-175;-759;566
;-175;-759;566
;-90;-774;535
;-90;-774;535
;-90;-774;535
;-174;-794;533
;-174;-794;533
;-184;-834;546
;-183;-837;550
;-183;-837;550
;-183;-837;550
;-169;-847;529
;-169;-847;529
;-169;-847;529
;-185;-781;513
;-185;-781;513
;-185;-781;513
;-145;-839;485
;-145;-839;485
;-145;-839;485
;-59;-902;476
;-59;-902;476
;-59;-902;476
;-73;-888;478
;-73;-888;478
;-73;-888;478
;-147;-948;473
;-147;-948;473
;-147;-948;473
;-135;-895;404
;-132;-947;402
;-132;-947;402
;-114;-973;359
;-114;-973;359
;-90;-932;363
;-90;-932;363
;-90;-932;363
;-109;-964;299
;-109;-964;299
;-119;-967;297
;-119;-967;297
;-98;-951;287
;-118;-943;249
;-118;-943;249
;-118;-943;249
;-57;-926;204
;-57;-926;204
;-57;-926;204
;-50;-954;178
;-50;-954;178
;-50;-954;178
;43;-903;136
;43;-903;136
;43;-903;136
;44;-946;135
;44;-946;135
;44;-946;135
;45;-926;42
;45;-926;42
;45;-926;42
;55;-1018;37
;55;-1018;37
;55;-1018;37
;58;-951;-54
;58;-951;-54
;58;-951;-54
;44;-1000;-86
;44;-1000;-86
;44;-1000;-86
;54;-920;-56
;54;-920;-56
;54;-920;-56
;86;-894;-115
;86;-894;-115
;86;-894;-115
;240;-461;-399
;240;-461;-399
;240;-461;-399
;199;-920;-257
;199;-920;-257
;199;-920;-257
;182;-859;-300
;182;-859;-300
;187;-871;-326
;187;-871;-326
;187;-871;-326
;214;-811;-352
;214;-811;-352
;214;-811;-352
;245;-778;-382
;245;-778;-382
;245;-778;-382
;226;-826;-383
;226;-826;-383
;226;-826;-383
;248;-845;-427
;248;-845;-427
;248;-845;-427
;235;-816;-463
;235;-816;-463
;239;-742;-466
;238;-765;-445
;238;-765;-445
;238;-765;-445
;253;-681;-473
;253;-681;-473
;253;-681;-473
;299;-643;-440
;299;-643;-440
;299;-643;-440
;263;-669;-463
;263;-669;-463
;277;-715;-445
;242;-774;-496
;242;-774;-496
;242;-774;-496
;275;-655;-594
;275;-655;-594
;275;-655;-594
;300;-707;-537
;300;-707;-537
;300;-707;-537
;320;-613;-523
;320;-613;-523
;276;-642;-553
;309;-646;-548
;309;-646;-548
;309;-646;-548
;253;-509;-627
;253;-509;-627
;253;-509;-627
;286;-663;-581
;286;-663;-581
;302;-677;-573
;302;-677;-573
;312;-736;-560
;269;-666;-604
;269;-666;-604
;269;-666;-604
;308;-670;-617
;308;-670;-617
;308;-670;-617
;247;-654;-611
;247;-654;-611
;247;-654;-611
;256;-711;-599
;256;-711;-599
;256;-711;-599
;267;-707;-635
;267;-707;-635
;267;-707;-635
;283;-758;-593
;283;-758;-593
;219;-667;-642
;219;-667;-642
;219;-667;-642
;222;-658;-617
;222;-658;-617
;238;-676;-576
;221;-598;-647
;221;-598;-647
;221;-598;-647
;283;-716;-598
;283;-716;-598
;283;-716;-598
;272;-678;-600
;272;-678;-600
;272;-678;-600
;263;-723;-604
;263;-723;-604
;228;-641;-640
;245;-727;-606
;245;-727;-606
;245;-727;-606
;199;-622;-624
;199;-622;-624
;199;-622;-624
;217;-722;-607
;217;-722;-607
;217;-722;-607
;227;-644;-638
;227;-644;-638
;226;-667;-639
;233;-734;-559
;233;-734;-559
;233;-734;-559
;243;-700;-608
;243;-700;-608
;243;-700;-608
;221;-691;-635
;221;-691;-635
;236;-723;-620
;232;-731;-588
;232;-731;-588
;232;-731;-588
;190;-697;-632
;190;-697;-632
;190;-697;-632
;178;-668;-677
;178;-668;-677
;178;-668;-677
;223;-681;-620
;223;-681;-620
;223;-681;-620
;187;-677;-619
;187;-677;-619
;187;-677;-619
;173;-691;-626
;173;-691;-626
;173;-691;-626
;209;-734;-629
;209;-734;-629
;209;-734;-629
;190;-699;-618
;190;-699;-618
;190;-699;-618
;157;-659;-591
;157;-659;-591
;157;-659;-591
;162;-710;-626
;162;-710;-626
;162;-710;-626
;147;-679;-639
;147;-679;-639
;147;-679;-639
;144;-738;-623
;144;-738;-623
;170;-734;-624
;200;-765;-608
;200;-765;-608
;200;-765;-608
;231;-695;-584
;231;-695;-584
;231;-695;-584
;207;-740;-565
;207;-740;-565
;207;-740;-565
;176;-715;-634
;180;-707;-620
;180;-707;-620
;166;-742;-594
;166;-742;-594
;166;-742;-594
;153;-681;-615
;153;-681;-615
;153;-681;-615
;186;-718;-591
;186;-718;-591
;186;-718;-591
;184;-663;-612
;175;-700;-609
;175;-700;-609
;168;-654;-618
;168;-654;-618
;168;-654;-618
;181;-695;-616
;181;-695;-616
;181;-695;-616
;176;-679;-604
;176;-679;-604
;176;-679;-604
;185;-681;-615
;185;-681;-615
;185;-681;-615
;185;-698;-609
;185;-698;-609
;185;-698;-609
;169;-696;-612
;169;-696;-612
;169;-696;-612
;188;-741;-601
;188;-741;-601
;188;-741;-601
;187;-763;-587
;187;-763;-587
;187;-763;-587
;192;-727;-588
;179;-672;-597
;179;-672;-597
;188;-757;-576
;188;-757;-576
;188;-757;-576
;175;-702;-591
;175;-702;-591
;175;-702;-591
;186;-731;-578
;186;-731;-578
;173;-673;-602
;185;-699;-576
;162;-713;-582
;162;-713;-582
;150;-721;-607
;150;-721;-607
;150;-721;-607
;163;-736;-602
;163;-736;-602
;163;-736;-602
;178;-717;-597
;178;-717;-597
;178;-717;-597
;189;-670;-606
;189;-670;-606
;189;-670;-606
;195;-701;-574
;195;-701;-574
;195;-701;-574
;161;-640;-580
;161;-640;-580
;161;-640;-580
;153;-731;-579
;153;-731;-579
;153;-731;-579
;171;-728;-551
;171;-728;-551
;171;-728;-551
;137;-655;-630
;137;-655;-630
;137;-655;-630
;131;-765;-559
;131;-765;-559
;131;-765;-559
;159;-804;-576
;159;-804;-576
;88;-624;-566
;88;-624;-566
;88;-624;-566
;260;-804;-555
;260;-804;-555
;260;-804;-555
;125;-698;-550
;125;-698;-550
;125;-698;-550
;290;-814;-470
;290;-814;-470
;261;-793;-469
;102;-581;-611
;102;-581;-611
;102;-581;-611
;96;-743;-585
;96;-743;-585
;96;-743;-585
;174;-735;-525
;174;-735;-525
;174;-735;-525
;147;-755;-562
;147;-755;-562
;134;-828;-556
;185;-780;-521
;185;-780;-521
;185;-780;-521
;211;-688;-524
;211;-688;-524
;211;-688;-524
;165;-812;-513
;165;-812;-513
;165;-812;-513
;160;-842;-501
;160;-842;-501
;185;-793;-503
;212;-816;-500
;212;-816;-500
;212;-816;-500
;141;-812;-527
;141;-812;-527
;141;-812;-527
;112;-833;-465
;112;-833;-465
;112;-833;-465
;120;-761;-485
;120;-761;-485
;120;-761;-485
;70;-827;-470
;70;-827;-470
;70;-827;-470
;165;-841;-452
;165;-841;-452
;165;-841;-452
;87;-774;-525
;87;-774;-525
;87;-774;-525
;10;-890;-494
;10;-890;-494
;5;-921;-504
;156;-1002;-492
;156;-1002;-492
;156;-1002;-492
;41;-906;-532
;41;-906;-532
;41;-906;-532
;84;-952;-498
;84;-952;-498
;84;-952;-498
;221;-687;-604
;221;-687;-604
;179;-760;-485
;35;-805;-477
;35;-805;-477
;35;-805;-477
;34;-843;-450
;34;-843;-450
;34;-843;-450
;-40;-662;-548
;-40;-662;-548
;-18;-803;-589
;-99;-979;-576
;8;-908;-577
;8;-908;-577
;154;-604;-662
;154;-604;-662
;154;-604;-662
;129;-694;-646
;129;-694;-646
;129;-694;-646
;121;-644;-673
;121;-644;-673
;121;-644;-673
;32;-513;-637
;32;-513;-637
;32;-513;-637
;-125;-497;-687
;-125;-497;-687
;-125;-497;-687
;118;-626;-686
;118;-626;-686
;118;-626;-686
;-87;-542;-751
;-87;-542;-751
;-87;-542;-751
;-152;-662;-662
;-152;-662;-662
;-152;-662;-662
;72;-453;-703
;72;-453;-703
;72;-453;-703
;-144;-646;-670
;-144;-646;-670
;-144;-646;-670
;85;-615;-714
;85;-615;-714
;-124;-584;-754
;-93;-660;-664
;-93;-660;-664
;-93;-660;-664
;-28;-627;-713
;-28;-627;-713
;-28;-627;-713
;-23;-634;-676
;-23;-634;-676
;-23;-634;-676
;-232;-551;-731
;-232;-551;-731
;-232;-551;-731
;-114;-600;-726
;-114;-600;-726
;-114;-600;-726
;-55;-604;-694
;-55;-604;-694
;-55;-604;-694
;-158;-498;-756
;-158;-498;-756
;-158;-498;-756
;-17;-498;-668
;-17;-498;-668
;-161;-456;-727
;15;-537;-729
;15;-537;-729
;15;-537;-729
;-140;-495;-725
;-140;-495;-725
;-140;-495;-725
;12;-508;-720
;12;-508;-720
;12;-508;-720
;-231;-590;-738
;-32;-515;-733
;-32;-515;-733
;-57;-573;-758
;-57;-573;-758
;-57;-573;-758
;-45;-606;-704
;-45;-606;-704
;-45;-606;-704
;-83;-556;-804
;-83;-556;-804
;-83;-556;-804
;-40;-595;-700
;-40;-595;-700
;-40;-595;-700
;-5;-646;-725
;-5;-646;-725
;-5;-646;-725
;-95;-525;-742
;-95;-525;-742
;-95;-525;-742
;-77;-463;-717
;-77;-463;-717
;-77;-463;-717
;-135;-632;-717
;-135;-632;-717
;-127;-596;-756
;-23;-555;-719
;-23;-555;-719
;-23;-555;-719
;-103;-543;-790
;-103;-543;-790
;-103;-543;-790
;-54;-636;-709
;-54;-636;-709
;-54;-636;-709
;-113;-488;-742
;-113;-488;-742
;-113;-488;-742
;-89;-568;-750
;-89;-568;-750
;-89;-568;-750
;-25;-531;-743
;-25;-531;-743
;-25;-531;-743
;-155;-557;-777
;-155;-557;-777
;-155;-557;-777
;-52;-565;-698
;-52;-565;-698
;-52;-565;-698
;-79;-509;-736
;-79;-509;-736
;-79;-509;-736
;-52;-560;-745
;-52;-560;-745
;-52;-560;-745
;-92;-562;-784
;-92;-562;-784
;-92;-562;-784
;-49;-551;-732
;-49;-551;-732
;-123;-526;-756
;-35;-532;-715
;-35;-532;-715
;-35;-532;-715
;-102;-529;-755
;-102;-529;-755
;-102;-529;-755
;-77;-586;-736
;-77;-586;-736
;-77;-586;-736
;-93;-538;-754
;-93;-538;-754
;-77;-493;-779
;-88;-552;-724
;-88;-552;-724
;-88;-552;-724
;-117;-544;-776
;-117;-544;-776
;-117;-544;-776
;-99;-544;-738
;-99;-544;-738
;-99;-544;-738
;-94;-557;-751
;-94;-557;-751
;-49;-530;-744
;-95;-531;-761
;-95;-531;-761
;-95;-531;-761
;-31;-514;-734
;-31;-514;-734
;-31;-514;-734
;-125;-541;-768
;-125;-541;-768
;-125;-541;-768
;-15;-518;-730
;-15;-518;-730
;-15;-518;-730
;-75;-519;-757
;-75;-519;-757
;-75;-519;-757
;-73;-525;-748
;-73;-525;-748
;-73;-525;-748
;-111;-571;-740
;-111;-571;-740
;-111;-571;-740
;-92;-506;-756
;-92;-506;-756
;-118;-549;-740
;-32;-512;-751
;-32;-512;-751
;-32;-512;-751
;-91;-528;-753
;-91;-528;-753
;-91;-528;-753
;-85;-550;-763
;-85;-550;-763
;-85;-550;-763
;-94;-543;-762
;-94;-543;-762
;-35;-516;-748
;-94;-530;-746
;-94;-530;-746
;-94;-530;-746
;-62;-510;-766
;-62;-510;-766
;-62;-510;-766
;-87;-531;-757
;-87;-531;-757
;-69;-521;-760
;-79;-537;-752
;-79;-537;-752
;-79;-537;-752
;-86;-530;-768
;-86;-530;-768
;-86;-530;-768
;-59;-540;-747
;-59;-540;-747
;-59;-540;-747
;-92;-544;-753
;-92;-544;-753
;-92;-544;-753
;-64;-563;-737
;-64;-563;-737
;-64;-563;-737
;-79;-526;-741
;-79;-526;-741
;-79;-526;-741
;-101;-544;-757
;-101;-544;-757
;-101;-544;-757
;-52;-513;-730
;-52;-513;-730
;-101;-516;-772
;-139;-583;-786
;-82;-594;-726
;-82;-594;-726
;-105;-513;-762
;-105;-513;-762
;-105;-513;-762
;-75;-542;-720
;-75;-542;-720
;-75;-542;-720
;-82;-516;-759
;-82;-516;-759
;-82;-516;-759
;-124;-599;-748
;-76;-534;-744
;-76;-534;-744
;-100;-545;-755
;-100;-545;-755
;-100;-545;-755
;-63;-489;-717
;-63;-489;-717
;-63;-489;-717
;-103;-521;-774
;-103;-521;-774
;-103;-521;-774
;-55;-560;-733
;-55;-560;-733
;-57;-521;-740
;-130;-595;-781
;-130;-595;-781
;-130;-595;-781
;-43;-500;-733
;-43;-500;-733
;-43;-500;-733
;-97;-537;-761
;-97;-537;-761
;-97;-537;-761
;-79;-562;-765
;-79;-562;-765
;-79;-562;-765
;-116;-502;-744
;-116;-502;-744
;-116;-502;-744
;-63;-532;-778
;-63;-532;-778
;-63;-532;-778
;-52;-543;-736
;-52;-543;-736
;-52;-543;-736
;-61;-530;-771
;-61;-530;-771
;-124;-544;-777
;-32;-532;-742
;-32;-532;-742
;-32;-532;-742
;-141;-544;-782
;-141;-544;-782
;-141;-544;-782
;-5;-529;-734
;-5;-529;-734
;-5;-529;-734
;-57;-555;-726
;-57;-555;-726
;-57;-555;-726
;-88;-469;-737
;-88;-469;-737
;-88;-469;-737
;-95;-548;-739
;-95;-548;-739
;-95;-548;-739
;-90;-506;-763
;-90;-506;-763
;-90;-506;-763
;-40;-559;-730
;-40;-559;-730
