Column1;aX;aY;aZ 
;249;-667;-620
;249;-667;-620
;-144;-488;-763
;-144;-488;-763
;-144;-488;-763
;68;-646;-630
;68;-646;-630
;68;-646;-630
;-115;-583;-716
;-115;-583;-716
;-115;-583;-716
;-140;-565;-713
;-140;-565;-713
;-140;-565;-713
;152;-689;-748
;152;-689;-748
;152;-689;-748
;-226;-537;-725
;-226;-537;-725
;-226;-537;-725
;-60;-741;-651
;-60;-741;-651
;-60;-741;-651
;-32;-482;-736
;-6;-645;-686
;-6;-645;-686
;-149;-487;-722
;-149;-487;-722
;-149;-487;-722
;-29;-737;-655
;-29;-737;-655
;-29;-737;-655
;-180;-500;-775
;-180;-500;-775
;-72;-634;-710
;-35;-610;-732
;-35;-610;-732
;-35;-610;-732
;-78;-719;-711
;-78;-719;-711
;-78;-719;-711
;-187;-600;-708
;-187;-600;-708
;-187;-600;-708
;-31;-656;-704
;-31;-656;-704
;-31;-656;-704
;-172;-488;-754
;-172;-488;-754
;-172;-488;-754
;-38;-519;-650
;-38;-519;-650
;-38;-519;-650
;-93;-546;-733
;-93;-546;-733
;-93;-546;-733
;-183;-509;-751
;-183;-509;-751
;-183;-509;-751
;-6;-417;-701
;-6;-417;-701
;-6;-417;-701
;-110;-578;-720
;-110;-578;-720
;-110;-578;-720
;-113;-545;-746
;-113;-545;-746
;-113;-545;-746
;-74;-598;-739
;-74;-598;-739
;-74;-598;-739
;-89;-596;-804
;-89;-596;-804
;-55;-503;-735
;-88;-540;-754
;-88;-540;-754
;-88;-540;-754
;2;-578;-736
;2;-578;-736
;2;-578;-736
;-142;-647;-750
;-142;-647;-750
;-142;-647;-750
;-17;-476;-675
;-17;-476;-675
;-107;-536;-690
;2;-558;-805
;2;-558;-805
;2;-558;-805
;-88;-612;-754
;-88;-612;-754
;-88;-612;-754
;-91;-535;-729
;-91;-535;-729
;-91;-535;-729
;-54;-506;-692
;-54;-506;-692
;-54;-506;-692
;-88;-554;-759
;-88;-554;-759
;-88;-554;-759
;-14;-555;-738
;-14;-555;-738
;-14;-555;-738
;-130;-626;-768
;-130;-626;-768
;-130;-626;-768
;-154;-617;-759
;-154;-617;-759
;-154;-617;-759
;40;-494;-734
;40;-494;-734
;-147;-625;-759
;-74;-504;-728
;-74;-557;-720
;-74;-557;-720
;-92;-522;-786
;-92;-522;-786
;-92;-522;-786
;-30;-575;-703
;-30;-575;-703
;-30;-575;-703
;-138;-554;-759
;-138;-554;-759
;-138;-554;-759
;-23;-503;-732
;-23;-503;-732
;-99;-558;-750
;-9;-503;-753
;-9;-503;-753
;-9;-503;-753
;-78;-578;-762
;-78;-578;-762
;-78;-578;-762
;-87;-601;-762
;-87;-601;-762
;-87;-601;-762
;-20;-510;-728
;-20;-510;-728
;-27;-431;-743
;-112;-600;-748
;-112;-600;-748
;-112;-600;-748
;-50;-505;-767
;-50;-505;-767
;-50;-505;-767
;-24;-560;-767
;-24;-560;-767
;-24;-560;-767
;-81;-536;-741
;-103;-494;-795
;-20;-561;-724
;-20;-561;-724
;-20;-561;-724
;-106;-511;-774
;-106;-511;-774
;-106;-511;-774
;-46;-589;-725
;-46;-589;-725
;-46;-589;-725
;-4;-515;-751
;-4;-515;-751
;-4;-515;-751
;-79;-504;-757
;-79;-504;-757
;-79;-504;-757
;-97;-565;-748
;-47;-516;-764
;-47;-516;-764
;-47;-516;-764
;-70;-556;-732
;-70;-556;-732
;-30;-527;-718
;-92;-548;-754
;-92;-548;-754
;-92;-548;-754
;-60;-549;-731
;-60;-549;-731
;-60;-549;-731
;-123;-581;-786
;-123;-581;-786
;-47;-530;-730
;-29;-499;-722
;-29;-499;-722
;-53;-502;-755
;-102;-529;-737
;-102;-529;-737
;-102;-529;-737
;-69;-542;-762
;-69;-542;-762
;-69;-542;-762
;-107;-584;-748
;-107;-584;-748
;-72;-554;-723
;-47;-508;-739
;-47;-508;-739
;-97;-576;-746
;-41;-486;-751
;-41;-486;-751
;-41;-486;-751
;-122;-593;-744
;-95;-558;-745
;1;-512;-744
;1;-512;-744
;1;-512;-744
;-163;-601;-746
;-163;-601;-746
;-163;-601;-746
;-87;-535;-734
;-87;-535;-734
;-87;-535;-734
;-73;-550;-736
;-73;-550;-736
;-73;-550;-736
;-91;-568;-760
;-91;-568;-760
;-91;-568;-760
;-33;-584;-728
;-33;-584;-728
;-33;-584;-728
;-115;-557;-769
;-115;-557;-769
;-12;-487;-728
;-12;-487;-728
;-12;-487;-728
;-144;-602;-768
;-144;-602;-768
;-144;-602;-768
;-6;-536;-701
;-6;-536;-701
;-6;-536;-701
;-122;-556;-763
;-122;-556;-763
;-58;-600;-730
;-75;-506;-759
;-75;-506;-759
;-75;-506;-759
;-73;-609;-749
;-73;-609;-749
;-73;-609;-749
;-30;-465;-782
;-30;-465;-782
;-30;-465;-782
;-136;-549;-729
;-136;-549;-729
;-136;-549;-729
;-68;-532;-736
;-68;-532;-736
;-68;-532;-736
;-112;-551;-710
;-112;-551;-710
;-112;-551;-710
;-92;-544;-772
;-92;-544;-772
;-114;-602;-775
;-33;-573;-734
;-33;-573;-734
;-17;-532;-721
;-93;-555;-779
;-93;-555;-779
;-93;-555;-779
;-64;-494;-721
;-64;-494;-721
;-64;-494;-721
;-46;-587;-734
;-46;-587;-734
;-46;-587;-734
;-111;-511;-744
;-111;-511;-744
;-126;-505;-778
;-11;-576;-712
;-11;-576;-712
;-11;-576;-712
;-74;-478;-753
;-74;-478;-753
;-74;-478;-753
;-15;-628;-759
;-15;-628;-759
;-15;-628;-759
;-14;-552;-799
;-14;-552;-799
;-11;-591;-739
;-97;-550;-750
;-97;-550;-750
;-97;-550;-750
;-59;-518;-708
;-59;-518;-708
;-59;-518;-708
;-131;-489;-744
;-131;-489;-744
;-101;-579;-733
;-3;-542;-763
;-3;-542;-763
;-3;-542;-763
;-60;-547;-732
;-60;-547;-732
;-60;-547;-732
;-61;-476;-764
;-61;-476;-764
;-61;-476;-764
;-54;-611;-740
;-54;-611;-740
;-54;-611;-740
;-59;-534;-755
;-126;-572;-803
;-126;-572;-803
;-59;-538;-680
;-59;-538;-680
;-59;-538;-680
;-68;-518;-762
;-68;-518;-762
;-68;-518;-762
;-77;-600;-755
;-77;-600;-755
;-77;-600;-755
;-55;-626;-737
;-55;-626;-737
;-55;-626;-737
;-87;-472;-714
;-87;-472;-714
;-87;-472;-714
;-91;-563;-761
;-91;-563;-761
;-91;-563;-761
;-21;-547;-750
;-21;-547;-750
;-21;-547;-750
;-31;-546;-720
;-31;-546;-720
;-31;-546;-720
;-101;-538;-752
;-101;-538;-752
;-101;-538;-752
;33;-549;-732
;33;-549;-732
;33;-549;-732
;-67;-533;-760
;-67;-533;-760
;-67;-533;-760
;-35;-571;-744
;-35;-571;-744
;-35;-571;-744
;-66;-586;-749
;-66;-586;-749
;-66;-586;-749
;-15;-456;-718
;-15;-456;-718
;-15;-456;-718
;-74;-619;-745
;9;-567;-698
;9;-567;-698
;-101;-582;-773
;-101;-582;-773
;-101;-582;-773
;-6;-542;-703
;-6;-542;-703
;-6;-542;-703
;-77;-546;-746
;-77;-546;-746
;-77;-546;-746
;-38;-550;-748
;-38;-550;-748
;-40;-563;-769
;-14;-568;-739
;-14;-568;-739
;-14;-568;-739
;-106;-544;-743
;-106;-544;-743
;-106;-544;-743
;-36;-542;-713
;-36;-542;-713
;-36;-542;-713
;-65;-498;-778
;-65;-498;-778
;-65;-498;-778
;-15;-614;-737
;-35;-542;-735
;-35;-542;-735
;-67;-570;-772
;-67;-570;-772
;-67;-570;-772
;-87;-539;-755
;-87;-539;-755
;-87;-539;-755
;-30;-552;-731
;-30;-552;-731
;-30;-552;-731
;-48;-501;-762
;-48;-501;-762
;-48;-501;-762
;-87;-586;-736
;-87;-586;-736
;-58;-565;-766
;-58;-565;-766
;-58;-565;-766
;-85;-448;-816
;-85;-448;-816
;-85;-448;-816
;-25;-602;-697
;-25;-602;-697
;-25;-602;-697
;-62;-507;-789
;-62;-507;-789
;-62;-507;-789
;-16;-558;-692
;-16;-558;-692
;-16;-558;-692
;36;-584;-739
;36;-584;-739
;36;-584;-739
;-91;-521;-795
;-91;-521;-795
;-91;-521;-795
;-4;-582;-726
;-4;-582;-726
;-4;-582;-726
;-73;-485;-736
;-73;-485;-736
;-73;-485;-736
;-89;-612;-739
;-89;-612;-739
;6;-526;-725
;-46;-547;-795
;-46;-547;-795
;-46;-547;-795
;-50;-619;-741
;-50;-619;-741
;-50;-619;-741
;-25;-484;-739
;-25;-484;-739
;-25;-484;-739
;-82;-485;-757
;-82;-485;-757
;-82;-485;-757
;19;-558;-740
;19;-558;-740
;19;-558;-740
;-118;-603;-776
;-118;-603;-776
;-118;-603;-776
;68;-500;-721
;68;-500;-721
;68;-500;-721
;-201;-591;-778
;-201;-591;-778
;-57;-560;-729
;-33;-509;-743
;-33;-509;-743
;-33;-509;-743
;17;-544;-755
;17;-544;-755
;17;-544;-755
;-81;-584;-765
;-81;-584;-765
;-81;-584;-765
;-17;-540;-705
;-17;-540;-705
;-17;-540;-705
;-116;-511;-752
;-116;-511;-752
;-116;-511;-752
;58;-559;-731
;58;-559;-731
;58;-559;-731
;-40;-521;-778
;-40;-521;-778
;-40;-521;-778
;-62;-519;-748
;-62;-519;-748
;-62;-519;-748
;-35;-556;-736
;-35;-556;-736
;-35;-556;-736
;-97;-529;-766
;-97;-529;-766
;-97;-529;-766
;-45;-578;-745
;-45;-578;-745
;-45;-578;-745
;-50;-537;-747
;-50;-537;-747
;-50;-537;-747
;-21;-530;-756
;-21;-530;-756
;-21;-530;-756
;-33;-543;-740
;-33;-543;-740
;-33;-543;-740
;-17;-552;-763
;-17;-552;-763
;-17;-552;-763
;-105;-562;-743
;-105;-562;-743
;-71;-565;-740
;-25;-520;-736
;-25;-520;-736
;-25;-520;-736
;-73;-557;-739
;-73;-557;-739
;-73;-557;-739
;-2;-495;-739
;-2;-495;-739
;-2;-495;-739
;-34;-561;-736
;-34;-561;-736
;-30;-516;-763
;193;-497;-825
;193;-497;-825
;193;-497;-825
;-3128;-668;-1058
;-3128;-668;-1058
;-3128;-668;-1058
;714;-496;55
;714;-496;55
;714;-496;55
;2041;-754;-208
;126;-604;-1013
;126;-604;-1013
;550;-868;-809
;550;-868;-809
;550;-868;-809
;-21;-628;-835
;-21;-628;-835
;-21;-628;-835
;-69;-723;-678
;-69;-723;-678
;-69;-723;-678
;80;-448;-729
;80;-448;-729
;80;-448;-729
;75;-606;-733
;75;-606;-733
;75;-606;-733
;174;-672;-714
;174;-672;-714
;174;-672;-714
;93;-576;-782
;93;-576;-782
;93;-576;-782
;89;-626;-732
;89;-626;-732
;89;-621;-693
;139;-565;-696
;139;-565;-696
;139;-565;-696
;95;-582;-719
;95;-582;-719
;95;-582;-719
;101;-632;-724
;101;-632;-724
;101;-632;-724
;68;-625;-724
;68;-625;-724
;68;-625;-724
;95;-575;-704
;95;-575;-704
;95;-575;-704
;163;-626;-673
;163;-626;-673
;163;-626;-673
;76;-635;-721
;72;-617;-724
;120;-624;-685
;120;-624;-685
;120;-624;-685
;93;-615;-698
;93;-615;-698
;93;-615;-698
;100;-641;-670
;100;-641;-670
;100;-641;-670
;108;-617;-683
;121;-617;-695
;121;-617;-695
;102;-672;-684
;102;-672;-684
;102;-672;-684
;148;-606;-678
;148;-606;-678
;148;-606;-678
;132;-661;-687
;132;-661;-687
;132;-661;-687
;103;-697;-680
;103;-697;-680
;79;-682;-680
;103;-654;-678
;103;-654;-678
;103;-654;-678
;149;-628;-678
;149;-628;-678
;149;-628;-678
;179;-626;-671
;179;-626;-671
;179;-626;-671
;144;-635;-696
;164;-667;-690
;164;-667;-690
;191;-643;-700
;191;-643;-700
;191;-643;-700
;174;-631;-710
;174;-631;-710
;174;-631;-710
;165;-593;-694
;165;-593;-694
;165;-593;-694
;168;-645;-707
;168;-645;-707
;176;-653;-695
;182;-641;-680
;159;-610;-673
;159;-610;-673
;122;-621;-670
;122;-621;-670
;122;-621;-670
;119;-661;-689
;119;-661;-689
;119;-661;-689
;150;-620;-682
;150;-620;-682
;150;-620;-682
;158;-625;-676
;158;-625;-676
;158;-625;-676
;163;-634;-687
;163;-634;-687
;163;-634;-687
;180;-646;-677
;180;-646;-677
;180;-646;-677
;131;-612;-636
;131;-612;-636
;131;-612;-636
;116;-619;-664
;116;-619;-664
;116;-619;-664
;153;-658;-634
;153;-658;-634
;153;-658;-634
;199;-629;-713
;199;-629;-713
;199;-629;-713
;181;-733;-685
;194;-732;-664
;194;-732;-664
;221;-671;-652
;221;-671;-652
;221;-671;-652
;246;-617;-637
;246;-617;-637
;246;-617;-637
;215;-679;-682
;215;-679;-682
;215;-679;-682
;224;-707;-667
;224;-707;-667
;184;-646;-650
;151;-587;-642
;151;-587;-642
;151;-587;-642
;69;-596;-590
;69;-596;-590
;69;-596;-590
;35;-576;-560
;35;-576;-560
;35;-576;-560
;29;-510;-482
;29;-510;-482
;26;-478;-445
;-15;-570;-420
;-15;-570;-420
;-15;-570;-420
;45;-637;-314
;45;-637;-314
;45;-637;-314
;105;-608;-291
;105;-608;-291
;105;-608;-291
;211;-778;-220
;286;-755;-182
;286;-755;-182
;424;-753;-186
;424;-753;-186
;424;-753;-186
;468;-748;-190
;468;-748;-190
;468;-748;-190
;446;-1198;13
;446;-1198;13
;446;-1198;13
;443;-1030;-25
;443;-1030;-25
;360;-1002;-56
;272;-1173;15
;272;-1173;15
;272;-1173;15
;172;-1149;68
;172;-1149;68
;172;-1149;68
;154;-1022;336
;154;-1022;336
;154;-1022;336
;158;-1248;303
;158;-1248;303
;158;-1248;303
;181;-1118;326
;181;-1118;326
;181;-1118;326
;99;-948;141
;99;-948;141
;99;-948;141
;63;-925;194
;63;-925;194
;63;-925;194
;-18;-1013;246
;-18;-1013;246
;-18;-1013;246
;-47;-921;212
;-47;-921;212
;-47;-921;212
;-53;-921;230
;-53;-921;230
;-53;-921;230
;-142;-845;175
;-142;-845;175
;-142;-845;175
;-150;-863;202
;-150;-863;202
;-149;-924;234
;-205;-897;198
;-205;-897;198
;-183;-918;349
;-183;-918;349
;-183;-918;349
;-385;-1010;211
;-385;-1010;211
;-329;-993;272
;-363;-995;252
;-363;-995;252
;-401;-975;238
;-232;-940;248
;-232;-940;248
;-232;-940;248
;-223;-934;231
;-223;-934;231
;-223;-934;231
;-284;-897;192
;-284;-897;192
;-258;-872;221
;-243;-879;230
;-278;-896;237
;-278;-896;237
;-279;-895;251
;-279;-895;251
;-279;-895;251
;-277;-887;263
;-277;-887;263
;-277;-887;263
;-247;-847;257
;-247;-847;257
;-247;-847;257
;-243;-887;284
;-243;-887;284
;-243;-887;284
;-205;-831;285
;-205;-831;285
;-205;-831;285
;-161;-862;320
;-161;-862;320
;-230;-861;216
;-230;-861;216
;-215;-859;218
;-222;-889;245
;-255;-916;197
;-255;-916;197
;-285;-847;181
;-285;-847;181
;-285;-847;181
;-401;-989;203
;-401;-989;203
;-401;-989;203
;-369;-1029;205
;-369;-1029;205
;-369;-1029;205
;-285;-949;153
;-285;-949;153
;-285;-949;153
;-231;-991;190
;-231;-991;190
;-231;-991;190
;-173;-955;247
;-173;-955;247
;-173;-955;247
;-199;-960;241
;-199;-960;241
;-199;-960;241
;-151;-861;179
;-151;-861;179
;-151;-861;179
;-181;-886;174
;-181;-886;174
;-181;-886;174
;-193;-787;187
;-193;-787;187
;-193;-787;187
;-184;-862;225
;-184;-862;225
;-240;-908;212
;-250;-909;204
;-250;-909;204
;-204;-849;223
;-219;-813;162
;-219;-813;162
;-219;-813;162
;-215;-949;201
;-215;-949;201
;-215;-949;201
;-227;-918;171
;-213;-938;178
;-213;-938;178
;-193;-966;182
;-193;-966;182
;-193;-966;182
;-180;-965;180
;-180;-965;180
;-180;-965;180
;-170;-903;136
;-170;-903;136
;-170;-903;136
;-204;-929;108
;-204;-929;108
;-204;-929;108
;-215;-918;109
;-215;-918;109
;-215;-918;109
;-207;-916;121
;-207;-916;121
;-207;-916;121
;-200;-940;121
;-200;-940;121
;-200;-940;121
;-202;-900;119
;-202;-900;119
;-196;-864;102
;-187;-850;88
;-168;-847;82
;-168;-847;82
;-150;-859;97
;-150;-859;97
;-150;-859;97
;-170;-849;107
;-170;-849;107
;-170;-849;107
;-177;-879;111
;-177;-879;111
;-171;-878;108
;-179;-872;101
;-184;-870;91
;-184;-870;91
;-159;-923;127
;-159;-923;127
;-159;-923;127
;-133;-996;163
;-133;-996;163
;-133;-996;163
;-152;-952;152
;-147;-937;168
;-147;-937;168
;-137;-952;199
;-137;-952;199
;-137;-952;199
;-131;-964;217
;-131;-964;217
;-131;-964;217
;-133;-957;204
;-133;-957;204
;-133;-957;204
;-134;-962;208
;-132;-966;201
;-132;-966;201
;-121;-965;196
;-121;-965;196
;-121;-965;196
;-108;-932;191
;-108;-932;191
;-108;-932;191
;-112;-914;189
;-112;-914;189
;-112;-914;189
;-115;-914;192
;-115;-914;192
;-131;-935;197
;-130;-936;193
;-126;-910;192
;-134;-906;179
;-134;-906;179
;-134;-906;179
;-126;-904;174
;-126;-904;174
;-125;-909;171
;-125;-909;171
;-122;-904;174
;-121;-923;176
;-124;-952;180
;-124;-952;180
;-115;-964;180
;-115;-964;180
;-115;-964;180
;-111;-952;156
;-111;-952;156
;-111;-952;156
;-108;-998;171
;-92;-1003;161
;-92;-1003;161
;-64;-1014;151
;-64;-1014;151
;-64;-1014;151
;-64;-1011;152
;-64;-1011;152
;-64;-1011;152
;-76;-1025;191
;-76;-1025;191
;-76;-1025;191
;-74;-977;181
;-74;-977;181
;-77;-939;164
;-60;-893;147
;-60;-893;147
;-60;-893;147
;-43;-899;147
;-43;-899;147
;-43;-899;147
;-41;-905;156
;-41;-905;156
;-41;-905;156
;-51;-907;129
;-51;-907;129
;-51;-907;129
;-5;-948;124
;-5;-948;124
;-5;-948;124
;20;-987;138
;20;-987;138
;20;-987;138
;39;-1015;97
;39;-1015;97
;39;-1015;97
;183;-1151;102
;183;-1151;102
;183;-1151;102
;199;-1297;80
;199;-1297;80
;199;-1297;80
;151;-1288;65
;151;-1288;65
;151;-1288;65
;171;-1271;63
;171;-1271;63
;171;-1271;63
;178;-1321;114
;178;-1321;114
;157;-1279;110
;159;-1171;78
;159;-1171;78
;159;-1171;78
;144;-1086;39
;144;-1086;39
;144;-1086;39
;132;-954;-29
;132;-954;-29
;132;-954;-29
;156;-1039;-37
;156;-1039;-37
;156;-1039;-37
;139;-894;-76
;139;-894;-76
;139;-894;-76
;355;-673;-87
;355;-673;-87
;355;-673;-87
;208;-739;-361
;208;-739;-361
;208;-739;-361
;274;-546;-409
;274;-546;-409
;274;-546;-409
;365;-493;-400
;365;-493;-400
;365;-493;-400
;398;-383;-410
;398;-383;-410
;398;-383;-410
;489;-372;-376
;489;-372;-376
;489;-372;-376
;548;-300;-317
;548;-300;-317
;548;-300;-317
;611;-343;-263
;611;-343;-263
;611;-343;-263
;601;-330;-234
;601;-330;-234
;601;-330;-234
;604;-387;-174
;604;-387;-174
;604;-387;-174
;562;-378;-152
;562;-378;-152
;562;-378;-152
;489;-473;-51
;489;-473;-51
;489;-473;-51
;527;-554;-108
;527;-554;-108
;527;-554;-108
;337;-385;-31
;337;-385;-31
;337;-385;-31
;425;-601;-45
;425;-601;-45
;425;-601;-45
;273;-736;23
;273;-736;23
;273;-736;23
;239;-716;54
;239;-716;54
;239;-716;54
;207;-870;48
;207;-870;48
;207;-870;48
;-12;-921;314
;99;-1073;386
;99;-1073;386
;-14;-1134;439
;-14;-1134;439
;-14;-1134;439
;7;-1108;422
;7;-1108;422
;7;-1108;422
;-82;-1303;625
;-82;-1303;625
;-82;-1303;625
;-141;-1009;569
;-141;-1009;569
;-141;-1009;569
;-176;-1185;668
;-176;-1185;668
;-176;-1185;668
;-179;-979;622
;-179;-979;622
;-179;-979;622
;-295;-998;677
;-295;-998;677
;-295;-998;677
;-311;-835;642
;-311;-835;642
;-331;-847;637
;-309;-867;663
;-309;-867;663
;-309;-867;663
;-319;-683;595
;-319;-683;595
;-319;-683;595
;-357;-756;613
;-357;-756;613
;-357;-756;613
;-313;-716;618
;-334;-639;599
;-369;-674;643
;-369;-674;643
;-369;-674;643
;-430;-690;649
;-430;-690;649
;-442;-654;641
;-442;-654;641
;-442;-654;641
;-455;-667;630
;-455;-667;630
;-455;-651;625
;-448;-597;608
;-448;-597;608
;-448;-597;608
;-479;-654;603
;-479;-654;603
;-479;-654;603
;-454;-612;594
;-454;-565;586
;-454;-565;586
;-475;-678;637
;-475;-678;637
;-475;-678;637
;-456;-635;597
;-456;-635;597
;-456;-635;597
;-443;-637;606
;-443;-637;606
;-443;-637;606
;-463;-666;617
;-463;-666;617
;-449;-642;603
;-438;-628;596
;-424;-608;584
;-424;-608;584
;-412;-632;612
;-412;-632;612
;-412;-632;612
;-374;-628;627
;-374;-628;627
;-374;-628;627
;-335;-582;635
;-335;-582;635
;-354;-582;634
;-356;-599;640
;-337;-615;668
;-337;-615;668
;-323;-589;642
;-323;-589;642
;-323;-589;642
;-338;-633;637
;-338;-633;637
;-338;-633;637
;-330;-634;634
;-330;-634;634
;-346;-618;624
;-360;-616;621
;-371;-644;623
;-371;-644;623
;-382;-654;626
;-382;-654;626
;-382;-654;626
;-388;-615;612
;-388;-615;612
;-388;-615;612
;-388;-619;621
;-388;-619;621
;-398;-619;613
;-404;-603;614
;-404;-603;614
;-404;-603;614
;-414;-626;620
;-414;-626;620
;-414;-626;620
;-407;-613;620
;-407;-613;620
;-407;-613;620
;-429;-622;624
;-429;-622;624
;-415;-639;635
;-411;-598;612
;-411;-598;612
;-411;-598;612
;-419;-613;608
;-419;-613;608
;-419;-613;608
;-421;-616;597
;-421;-616;597
;-421;-616;597
;-454;-632;601
;-454;-632;601
;-454;-632;601
;-442;-614;585
;-442;-614;585
;-442;-614;585
;-442;-629;593
;-442;-629;593
;-442;-629;593
;-448;-620;588
;-448;-620;588
;-448;-620;588
;-459;-643;597
;-459;-643;597
;-459;-643;597
;-438;-621;598
;-438;-621;598
;-438;-621;598
;-457;-613;579
;-457;-613;579
;-459;-646;595
;-459;-646;595
;-459;-646;595
;-446;-604;575
;-446;-604;575
;-458;-607;564
;-461;-634;561
;-461;-634;561
;-461;-634;561
;-456;-612;556
;-456;-612;556
;-456;-612;556
;-447;-650;561
;-447;-650;561
;-447;-650;561
;-425;-644;551
;-425;-644;551
;-412;-638;556
;-421;-641;514
;-421;-641;514
;-421;-641;514
;-445;-668;556
;-445;-668;556
;-445;-668;556
;-434;-675;549
;-434;-675;549
;-434;-675;549
;-465;-639;525
;-465;-639;525
;-465;-639;525
;-489;-583;502
;-489;-583;502
;-489;-583;502
;-579;-640;473
;-579;-640;473
;-579;-640;473
;-569;-570;422
;-569;-570;422
;-569;-570;422
;-587;-593;487
;-587;-593;487
;-587;-593;487
;-667;-562;398
;-667;-562;398
;-667;-562;398
;-567;-661;499
;-567;-661;499
;-567;-661;499
;-588;-569;452
;-588;-569;452
;-588;-569;452
;-642;-523;413
;-642;-523;413
;-662;-510;397
;-722;-564;380
;-722;-564;380
;-722;-564;380
;-644;-617;416
;-644;-617;416
;-611;-633;449
;-611;-633;449
;-611;-633;449
;-598;-585;446
;-554;-552;404
;-554;-552;404
;-602;-558;408
;-602;-558;408
;-602;-558;408
;-606;-562;429
;-606;-562;429
;-606;-562;429
;-636;-494;374
;-636;-494;374
;-636;-494;374
;-643;-653;470
;-643;-653;470
;-643;-653;470
;-612;-480;412
;-612;-480;412
;-612;-480;412
;-512;-663;515
;-512;-663;515
;-512;-663;515
;-560;-553;478
;-560;-553;478
;-560;-553;478
;-635;-550;483
;-635;-550;483
;-630;-589;486
;-620;-558;474
;-620;-558;474
;-620;-558;474
;-623;-555;527
;-623;-555;527
;-623;-555;527
;-556;-580;518
;-556;-580;518
;-584;-581;498
;-586;-513;475
;-592;-518;476
;-592;-518;476
;-608;-560;487
;-608;-560;487
;-608;-560;487
;-612;-558;488
;-612;-558;488
;-612;-558;488
;-626;-552;483
;-626;-552;483
;-626;-552;483
;-613;-551;473
;-613;-551;473
;-611;-544;482
;-613;-535;483
;-613;-535;483
;-607;-558;495
;-607;-558;495
;-607;-558;495
;-605;-554;499
;-605;-554;499
;-605;-554;499
;-596;-552;479
;-596;-552;479
;-605;-566;482
;-589;-541;464
;-589;-541;464
;-589;-541;464
;-612;-598;518
;-612;-598;518
;-612;-598;518
;-611;-513;450
;-611;-513;450
;-611;-513;450
;-612;-630;495
;-612;-630;495
;-641;-639;471
;-653;-569;398
;-653;-569;398
;-653;-569;398
;-666;-549;421
;-666;-549;421
;-666;-549;421
;-620;-603;452
;-620;-603;452
;-620;-603;452
;-494;-598;506
;-494;-598;506
;-494;-598;506
;-496;-695;536
;-496;-695;536
;-496;-695;536
;-416;-622;439
;-416;-622;439
;-416;-622;439
;-496;-758;585
;-496;-758;585
;-496;-758;585
;-494;-589;556
;-494;-589;556
;-494;-589;556
;-494;-616;590
;-494;-616;590
;-494;-616;590
;-412;-606;578
;-412;-606;578
;-337;-548;579
;-337;-548;579
;-337;-548;579
;-321;-692;655
;-321;-692;655
;-321;-692;655
;-265;-621;619
;-265;-621;619
;-265;-621;619
;-264;-608;617
;-264;-608;617
;-264;-608;617
;-298;-633;619
;-296;-648;608
;-296;-648;608
;-329;-662;601
;-329;-662;601
;-329;-662;601
;-372;-657;596
;-372;-657;596
;-372;-657;596
;-399;-651;586
;-399;-651;586
;-399;-651;586
;-410;-666;569
;-400;-684;578
;-400;-684;578
;-390;-667;582
;-390;-667;582
;-390;-667;582
;-400;-665;570
;-400;-665;570
;-400;-665;570
;-414;-635;581
;-414;-635;581
;-414;-635;581
;-386;-651;600
;-386;-651;600
;-386;-651;600
;-396;-617;622
;-396;-617;622
;-396;-617;622
;-394;-654;605
;-394;-654;605
;-394;-654;605
;-386;-628;568
;-386;-628;568
;-386;-628;568
;-362;-653;601
;-362;-653;601
;-362;-653;601
;-390;-642;635
;-390;-642;635
;-390;-642;635
;-383;-642;641
;-383;-642;641
;-383;-642;641
;-374;-612;638
;-374;-612;638
;-374;-612;638
;-362;-630;614
;-362;-630;614
;-362;-630;614
;-396;-616;643
;-396;-616;643
;-396;-616;643
;-339;-665;688
;-339;-665;688
;-339;-665;688
;-335;-672;706
;-335;-672;706
;-335;-672;706
;-336;-635;645
;-336;-635;645
;-331;-605;622
;-358;-610;627
;-358;-610;627
;-358;-610;627
;-350;-600;668
;-350;-600;668
;-350;-600;668
;-312;-583;662
;-312;-583;662
;-312;-583;662
;-286;-563;661
;-286;-563;661
;-286;-563;661
;-282;-592;671
;-282;-592;671
;-282;-592;671
;-329;-562;654
;-329;-562;654
;-329;-562;654
;-301;-593;691
;-301;-593;691
;-301;-593;691
;-348;-579;697
;-348;-579;697
;-348;-579;697
;-341;-647;760
;-339;-673;749
;-339;-673;749
;-353;-561;686
;-353;-561;686
;-353;-561;686
;-318;-557;668
;-318;-557;668
;-294;-642;698
;-294;-642;698
;-280;-614;694
;-255;-600;689
;-261;-618;697
;-261;-618;697
;-301;-657;710
;-301;-657;710
;-301;-657;710
;-297;-654;699
;-297;-654;699
;-287;-657;693
;-284;-645;703
;-284;-645;703
;-284;-645;703
;-306;-645;709
;-306;-645;709
;-306;-645;709
;-291;-634;709
;-291;-634;709
;-291;-634;709
;-282;-664;711
;-282;-664;711
;-282;-664;711
;-274;-654;683
;-274;-654;683
;-276;-659;671
;-280;-622;668
;-280;-622;668
;-280;-622;668
;-300;-636;698
;-300;-636;698
;-300;-636;698
;-290;-630;717
;-290;-630;717
;-290;-630;717
;-262;-685;663
;-262;-685;663
;-262;-685;663
;-275;-677;633
;-275;-677;633
;-275;-677;633
;-363;-681;650
;-363;-681;650
;-363;-681;650
;-355;-574;629
;-355;-574;629
