"Roll"	"Pitch"	"Yaw"	"RollF"	"PitchF"	"YawF"
"0.168805"	"3.11739"	"-70.3904"	"0"	"0"	"-70.3904"
"0.197722"	"3.27832"	"-70.4505"	"0"	"0"	"-70.4505"
"0.18276"	"3.30556"	"-70.512"	"0"	"0"	"-70.512"
"0.15848"	"3.23823"	"-70.5736"	"0"	"0"	"-70.5736"
"0.0916444"	"3.18452"	"-70.6443"	"0"	"0"	"-70.6443"
"0.165679"	"3.2201"	"-70.7036"	"0"	"0"	"-70.7036"
"0.323336"	"3.32307"	"-70.7636"	"0"	"0"	"-70.7636"
"0.20101"	"3.18959"	"-70.829"	"0"	"0"	"-70.829"
"0.144471"	"3.18705"	"-70.8882"	"0"	"0"	"-70.8882"
"0.207842"	"3.14034"	"-70.9452"	"0"	"0"	"-70.9452"
"0.172406"	"3.11892"	"-71.0121"	"0"	"0"	"-71.0121"
"0.197012"	"3.17845"	"-71.0706"	"0"	"0"	"-71.0706"
"0.246394"	"3.27176"	"-71.1322"	"0"	"0"	"-71.1322"
"0.236245"	"3.25628"	"-71.19"	"0"	"0"	"-71.19"
"0.200508"	"3.16752"	"-71.2477"	"0"	"0"	"-71.2477"
"0.158658"	"3.09357"	"-71.31"	"0"	"0"	"-71.31"
"0.144386"	"3.16048"	"-71.3701"	"0"	"0"	"-71.3701"
"0.154844"	"3.04552"	"-71.4362"	"0"	"0"	"-71.4362"
"0.182957"	"3.21045"	"-71.4985"	"0"	"0"	"-71.4985"
"0.0527815"	"3.23194"	"-71.5639"	"0"	"0"	"-71.5639"
"0.207009"	"3.22613"	"-71.6224"	"0"	"0"	"-71.6224"
"0.094975"	"3.19563"	"-71.6832"	"0"	"0"	"-71.6832"
"0.16889"	"3.29165"	"-71.7448"	"0"	"0"	"-71.7448"
"0.274193"	"3.10199"	"-71.7995"	"0"	"0"	"-71.7995"
"0"	"3.17011"	"-71.855"	"0"	"0"	"-71.855"
"0.0954245"	"3.22139"	"-71.9218"	"0"	"0"	"-71.9218"
"0.1796"	"3.17102"	"-71.988"	"0"	"0"	"-71.988"
"0.109117"	"3.21185"	"-72.0457"	"0"	"0"	"-72.0457"
"0.102078"	"3.20482"	"-72.1096"	"0"	"0"	"-72.1096"
"0.179203"	"3.17104"	"-72.1757"	"0"	"0"	"-72.1757"
"0.179045"	"3.19286"	"-72.2395"	"0"	"0"	"-72.2395"
"0.155105"	"3.14951"	"-72.3072"	"0"	"0"	"-72.3072"
"0.189867"	"3.20127"	"-72.3672"	"0"	"0"	"-72.3672"
"0.088076"	"3.12296"	"-72.4204"	"0"	"0"	"-72.4204"
"0.137349"	"3.17474"	"-72.482"	"0"	"0"	"-72.482"
"0.151886"	"3.2337"	"-72.5481"	"0"	"0"	"-72.5481"
"0.186481"	"3.24227"	"-72.6104"	"0"	"0"	"-72.6104"
"0.158765"	"3.16631"	"-72.672"	"0"	"0"	"-72.672"
"0.210704"	"3.20085"	"-72.732"	"0"	"0"	"-72.732"
"0.10561"	"3.15581"	"-72.7943"	"0"	"0"	"-72.7943"
"0.218276"	"3.07494"	"-72.8627"	"0"	"0"	"-72.8627"
"0.0526791"	"3.20808"	"-72.9235"	"0"	"0"	"-72.9235"
"0.172506"	"3.15599"	"-72.9889"	"0"	"0"	"-72.9889"
"0.221938"	"3.24625"	"-73.0535"	"0"	"0"	"-73.0535"
"0.112373"	"3.28521"	"-73.1219"	"0"	"0"	"-73.1219"
"0.0670398"	"3.32916"	"-73.1736"	"0"	"0"	"-73.1736"
"0.137358"	"3.23491"	"-73.2336"	"0"	"0"	"-73.2336"
"0.218726"	"3.17668"	"-73.2944"	"0"	"0"	"-73.2944"
"0.11275"	"3.19741"	"-73.3537"	"0"	"0"	"-73.3537"
"0.130584"	"3.20273"	"-73.4114"	"0"	"0"	"-73.4114"
"0.232167"	"3.29083"	"-73.4738"	"0"	"0"	"-73.4738"
"0.172947"	"3.12872"	"-73.5368"	"0"	"0"	"-73.5368"
"0.0668912"	"3.26888"	"-73.5969"	"0"	"0"	"-73.5969"
"0.141016"	"3.25922"	"-73.6607"	"0"	"0"	"-73.6607"
"0.140587"	"3.1613"	"-73.7208"	"0"	"0"	"-73.7208"
"0.186709"	"3.24977"	"-73.7838"	"0"	"0"	"-73.7838"
"0.155394"	"3.1377"	"-73.8454"	"0"	"0"	"-73.8454"
"0.175655"	"3.24081"	"-73.9115"	"0"	"0"	"-73.9115"
"0.190238"	"3.15109"	"-73.967"	"0"	"0"	"-73.967"
"0.116096"	"3.24891"	"-74.0278"	"0"	"0"	"-74.0278"
"0.147772"	"3.21749"	"-74.0894"	"0"	"0"	"-74.0894"
"0.0986562"	"3.19742"	"-74.1502"	"0"	"0"	"-74.1502"
"0.144358"	"3.17045"	"-74.2064"	"0"	"0"	"-74.2064"
"0.193074"	"3.0731"	"-74.2626"	"0"	"0"	"-74.2626"
"0.155409"	"3.22997"	"-74.3219"	"0"	"0"	"-74.3219"
"0.140636"	"3.2434"	"-74.3873"	"0"	"0"	"-74.3873"
"0.214099"	"3.19558"	"-74.445"	"0"	"0"	"-74.445"
"0.169004"	"3.17396"	"-74.5005"	"0"	"0"	"-74.5005"
"0.204281"	"3.21029"	"-74.5621"	"0"	"0"	"-74.5621"
"0.109284"	"3.22382"	"-74.6183"	"0"	"0"	"-74.6183"
"0.119868"	"3.15342"	"-74.6776"	"0"	"0"	"-74.6776"
"0.243003"	"3.23118"	"-74.743"	"0"	"0"	"-74.743"
"0.207801"	"3.22084"	"-74.8053"	"0"	"0"	"-74.8053"
"0.137005"	"3.28641"	"-74.8668"	"0"	"0"	"-74.8668"
"0.190603"	"3.14653"	"-74.9216"	"0"	"0"	"-74.9216"
"0.27088"	"3.28049"	"-74.9854"	"0"	"0"	"-74.9854"
"0.211475"	"3.17375"	"-75.0462"	"0"	"0"	"-75.0462"
"0.224703"	"3.2318"	"-75.11"	"0"	"0"	"-75.11"
"0.158257"	"3.22664"	"-75.1708"	"0"	"0"	"-75.1708"
"0.0281575"	"3.15523"	"-75.237"	"0"	"0"	"-75.237"
"0.169089"	"3.28494"	"-75.3"	"0"	"0"	"-75.3"
"0.0843602"	"3.12991"	"-75.3669"	"0"	"0"	"-75.3669"
"0.116021"	"3.15525"	"-75.4315"	"0"	"0"	"-75.4315"
"0.186701"	"3.16848"	"-75.4923"	"0"	"0"	"-75.4923"
"0.140507"	"3.24042"	"-75.5516"	"0"	"0"	"-75.5516"
"0.147917"	"3.22065"	"-75.6132"	"0"	"0"	"-75.6132"
"0.217783"	"3.31425"	"-75.6808"	"0"	"0"	"-75.6808"
