aX,aY,aZ,gX,gY,gZ
-3.802,-12.498,-2.222,19.972,19.972,19.972
-2.854,-10.717,-2.035,16.903,16.903,16.903
-2.279,-9.021,-0.934,12.512,12.512,12.512
-1.264,-6.551,-0.326,11.890,11.890,11.890
-1.264,-6.551,-0.326,11.890,11.890,11.890
-2.140,-4.468,-1.030,17.175,17.175,17.175
-3.539,-3.893,-0.996,10.880,10.880,10.880
-4.118,-3.433,-0.034,3.614,3.614,3.614
-4.118,-3.433,-0.034,3.614,3.614,3.614
-5.813,-2.552,1.092,1.574,1.574,1.574
-6.364,-2.351,1.106,2.234,2.234,2.234
-6.225,-1.633,1.025,2.545,2.545,2.545
-6.297,-1.298,0.867,2.934,2.934,2.934
-6.412,-1.121,1.197,3.730,3.730,3.730
-6.589,-1.221,1.839,5.770,5.770,5.770
-6.967,-1.144,2.275,6.528,6.528,6.528
-6.728,-0.886,1.815,7.305,7.305,7.305
-6.709,-0.781,1.604,8.684,8.684,8.684
-6.474,-0.441,1.781,8.082,8.082,8.082
-6.685,-0.632,2.241,7.655,7.655,7.655
-6.685,-0.632,2.241,7.655,7.655,7.655
-6.445,-0.302,1.829,2.817,2.817,2.817
-6.804,-0.364,2.729,0.525,0.525,0.525
-7.082,-0.546,3.074,-1.185,-1.185,-1.185
-7.618,-0.321,3.237,0.311,0.311,0.311
-7.460,-0.139,3.237,1.768,1.768,1.768
-7.460,-0.139,3.237,1.768,1.768,1.768
-7.724,-0.407,3.017,2.079,2.079,2.079
-7.891,-0.340,3.299,1.107,1.107,1.107
-8.298,-0.374,3.821,0.991,0.991,0.991
-8.375,-0.350,3.716,2.234,2.234,2.234
-7.978,-0.043,3.625,3.575,3.575,3.575
-8.413,-0.101,3.543,4.818,4.818,4.818
-8.916,-0.158,3.543,4.197,4.197,4.197
-8.868,-0.177,3.735,2.837,2.837,2.837
-8.868,-0.177,3.735,2.837,2.837,2.837
-8.902,-0.072,3.500,3.944,3.944,3.944
-8.825,0.081,3.524,3.517,3.517,3.517
-8.878,-0.086,3.457,3.827,3.827,3.827
-8.796,-0.091,3.357,4.002,4.002,4.002
-8.557,0.239,3.247,3.808,3.808,3.808
-8.571,0.192,3.510,4.099,4.099,4.099
-8.571,0.192,3.510,4.099,4.099,4.099
-9.218,0.057,3.065,3.517,3.517,3.517
-8.801,0.096,3.108,3.633,3.633,3.633
-9.213,-0.105,2.998,3.225,3.225,3.225
-9.213,-0.105,2.998,3.225,3.225,3.225
-9.309,-0.057,3.405,1.224,1.224,1.224
-9.199,0.014,3.409,1.690,1.690,1.690
-9.223,-0.034,3.395,1.554,1.554,1.554
-9.223,-0.034,3.395,1.554,1.554,1.554
-9.572,-0.053,3.342,1.768,1.768,1.768
-9.017,0.158,3.146,1.768,1.768,1.768
-8.988,0.177,3.017,0.952,0.952,0.952
-8.974,0.034,3.304,0.253,0.253,0.253
-8.849,0.163,3.165,0.719,0.719,0.719
-8.916,0.096,3.136,1.185,1.185,1.185
-9.132,0.038,3.184,0.097,0.097,0.097
-9.117,0.081,3.424,-0.816,-0.816,-0.816
-9.117,0.081,3.424,-0.816,-0.816,-0.816
-9.208,0.062,3.520,0.563,0.563,0.563
-9.194,0.014,3.529,0.602,0.602,0.602
-9.256,-0.053,3.438,0.699,0.699,0.699
-9.270,-0.067,3.419,0.874,0.874,0.874
-9.405,-0.096,3.314,1.205,1.205,1.205
-9.275,-0.029,3.237,1.418,1.418,1.418
-9.275,-0.029,3.237,1.418,1.418,1.418
-9.275,-0.158,3.261,0.272,0.272,0.272
-9.261,-0.182,3.342,-0.389,-0.389,-0.389
-9.261,-0.182,3.342,-0.389,-0.389,-0.389
-9.227,-0.096,3.587,-0.272,-0.272,-0.272
-8.998,-0.053,3.429,0.233,0.233,0.233
-8.768,0.163,3.443,0.583,0.583,0.583
-8.974,0.196,3.338,0.563,0.563,0.563
-9.328,0.034,3.333,0.466,0.466,0.466
-9.328,0.034,3.333,0.466,0.466,0.466
-9.223,-0.019,3.352,0.563,0.563,0.563
-9.462,-0.034,3.467,0.175,0.175,0.175
-9.347,-0.034,3.587,0.350,0.350,0.350
-9.424,0.029,3.620,1.477,1.477,1.477
-9.515,-0.086,3.400,1.865,1.865,1.865
-9.591,-0.077,3.376,1.049,1.049,1.049
-9.371,-0.053,3.194,1.088,1.088,1.088
-9.371,-0.053,3.194,1.088,1.088,1.088
-9.189,0.048,3.170,0.777,0.777,0.777
-9.146,0.101,3.347,0.427,0.427,0.427
-9.180,0.048,3.357,0.797,0.797,0.797
-9.036,0.163,3.132,0.991,0.991,0.991
-9.002,0.206,3.122,0.466,0.466,0.466
-9.127,0.091,3.405,0.175,0.175,0.175
-9.122,0.014,3.347,0.291,0.291,0.291
-9.079,-0.010,3.275,0.175,0.175,0.175
-9.347,-0.091,3.429,0.253,0.253,0.253
-9.256,-0.144,3.548,0.486,0.486,0.486
-9.141,0.010,3.558,0.505,0.505,0.505
-9.175,-0.010,3.706,0.350,0.350,0.350
-9.117,0.000,3.701,0.175,0.175,0.175
-9.089,0.034,3.692,0.447,0.447,0.447
-9.108,0.048,3.472,1.399,1.399,1.399
-9.146,0.038,3.342,1.574,1.574,1.574
-9.055,0.024,3.194,1.535,1.535,1.535
-9.055,0.024,3.194,1.535,1.535,1.535
-9.041,0.067,3.065,1.341,1.341,1.341
-9.060,0.115,3.113,0.447,0.447,0.447
-9.247,0.014,3.299,0.117,0.117,0.117
-9.251,-0.086,3.328,0.272,0.272,0.272
-9.251,-0.086,3.328,0.272,0.272,0.272
-9.098,-0.101,3.362,0.155,0.155,0.155
-9.036,0.067,3.472,-0.253,-0.253,-0.253
-9.328,-0.010,3.601,-0.155,-0.155,-0.155
-9.419,-0.034,3.668,0.194,0.194,0.194
-9.290,0.077,3.539,0.563,0.563,0.563

-9.989,-14.452,-2.715,4.274,4.274,4.274
-9.989,-14.452,-2.715,4.274,4.274,4.274
-7.963,-16.563,-2.217,5.984,5.984,5.984
-7.963,-16.563,-2.217,5.984,5.984,5.984
-5.325,-14.581,-2.164,1.185,1.185,1.185
-2.825,-12.570,0.824,3.050,3.050,3.050
-4.176,-12.814,-1.504,8.918,8.918,8.918
-4.176,-12.814,-1.504,8.918,8.918,8.918
-5.828,-10.803,-1.954,11.948,11.948,11.948
-4.836,-9.898,-1.609,11.871,11.871,11.871
-4.401,-9.055,-0.919,13.833,13.833,13.833
-4.401,-9.055,-0.919,13.833,13.833,13.833
-6.431,-6.402,-1.724,12.628,12.628,12.628
-6.450,-6.350,-1.255,8.471,8.471,8.471
-5.823,-6.369,-0.828,6.023,6.023,6.023
-6.962,-5.531,-0.512,5.790,5.790,5.790
-7.796,-5.334,-0.364,4.352,4.352,4.352
-7.355,-5.057,0.024,5.401,5.401,5.401
-6.953,-4.741,-0.508,6.353,6.353,6.353
-6.632,-4.252,-0.091,4.197,4.197,4.197
-7.231,-3.979,0.168,3.167,3.167,3.167
-7.480,-3.802,0.646,2.778,2.778,2.778
-7.480,-3.802,0.646,2.778,2.778,2.778
-6.728,-3.026,2.026,7.266,7.266,7.266
-6.728,-3.026,2.026,7.266,7.266,7.266
-7.216,-3.122,1.705,9.287,9.287,9.287
-7.930,-2.782,1.135,5.110,5.110,5.110
-7.183,-2.686,1.978,4.527,4.527,4.527
-7.073,-2.184,2.078,8.684,8.684,8.684
-7.073,-2.184,2.078,8.684,8.684,8.684
-7.063,-1.494,2.342,8.840,8.840,8.840
-7.178,-1.676,2.840,7.616,7.616,7.616
-7.178,-1.676,2.840,7.616,7.616,7.616
-6.704,-0.872,2.107,8.665,8.665,8.665
-6.168,-0.929,2.318,6.586,6.586,6.586
-6.642,-0.517,2.428,1.341,1.341,1.341
-6.651,-0.565,2.954,-0.933,-0.933,-0.933
-6.661,-0.848,3.438,-0.505,-0.505,-0.505
-6.690,-0.785,3.175,0.933,0.933,0.933
-6.508,-0.508,3.079,0.971,0.971,0.971
-6.934,-0.541,3.031,0.194,0.194,0.194
