// Start Time: Unknown
// Update Rate: 100.0Hz
// Filter Profile: human (46.1)
// Option Flags: AHS Disabled ICC Disabled 
// Firmware Version: 4.0.2
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
1	0.0001	-9.53577026367187	0.998124389648438	-1.72740783691406	0.149804762404237	0.959453567493357	-0.238762193375082	0.145796945506552	-0.26028383157187	-0.954460883275593	-0.977906838017799	0.108171987346707	-0.178877157042184
2	0.0001	-9.6327685546875	0.941841430664063	-1.8729052734375	0.151785073556104	0.959279004635992	-0.238212263979312	0.146268510699898	-0.260150718620655	-0.954425023969296	-0.97753097865142	0.110024519384261	-0.179799307315297
3	0.0001	-9.76269836425781	1.07835754394531	-1.8633251953125	0.153013956508075	0.959005155078017	-0.238528492318076	0.146146417035371	-0.260676633320095	-0.954300224053533	-0.977357638687839	0.111161168465838	-0.180042330366615
4	0.0001	-9.62438598632813	1.09153015136719	-1.85494262695313	0.153173664289561	0.958588937735741	-0.240093892089684	0.145747032081975	-0.26221824259604	-0.953938884776766	-0.977392260664778	0.111125342296473	-0.179876421723602
5	0.0001	-9.78545104980469	1.13643676757813	-1.733994140625	0.151994302741595	0.958268883612115	-0.242112532998371	0.144268125440044	-0.263844865610878	-0.953715153949434	-0.977795704590745	0.110030148557422	-0.178350571886719
6	0.0001	-9.72497680664063	1.063388671875	-1.62502075195313	0.150159817403238	0.958126635395957	-0.243814232115864	0.142386589003707	-0.264997435984085	-0.953678362024509	-0.978354786623603	0.108488291841483	-0.176216350047326
7	0.0001	-9.62977478027344	1.1879296875	-1.50526977539063	0.148607560819932	0.958057310058748	-0.245034657773441	0.139894375827894	-0.265661279235685	-0.953862489212456	-0.978951151221997	0.107472207374075	-0.173506104109538
8	0.0001	-9.33279235839844	1.02686462402344	-1.36396362304688	0.14691705114945	0.95799761065744	-0.246284303308564	0.137379545634679	-0.266335202089576	-0.954040051868428	-0.979562269854632	0.106330325413494	-0.170738458979521
9	0.0001	-9.46451843261719	0.82388671875	-1.18673217773438	0.143680206947401	0.958252267683045	-0.247201516200558	0.135234329443173	-0.266461836401868	-0.954311147310666	-0.980340590953781	0.10368549185709	-0.167873894655321
10	0.0001	-9.47409851074219	0.609532470703125	-0.899928588867188	0.140768516869699	0.958206464887833	-0.249047375624535	0.132965165929224	-0.267570859412196	-0.954319705257537	-0.981073131477832	0.101223543904478	-0.165073634635271
