// Start Time: Unknown
// Update Rate: 100.0Hz
// Filter Profile: human (46.1)
// Option Flags: AHS Disabled ICC Disabled 
// Firmware Version: 4.0.2
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
1	9.141516	-2.07827819824219	-8.74301879882812	1.89625671386719	0.934609478199772	-0.135629877807716	0.328800333796994	-0.285100548712428	0.267039909180634	0.92054731764786	-0.212656531484512	-0.954093403787419	0.210909877593048
2	9.141516	-1.30947692871094	-9.95190490722656	0.729882202148438	0.936383417065949	-0.129593859553108	0.326177141765065	-0.284466822606421	0.264127512346173	0.9215830315593	-0.205583858997015	-0.955741643326245	0.210459469095463
3	9.141516	-1.13284423828125	-9.51601135253906	1.16817077636719	0.937489402506584	-0.125712186925117	0.324515124834505	-0.284064897383862	0.262277231347234	0.922235212942515	-0.20104913395025	-0.956769094387635	0.210171705428015
4	9.141516	-1.70285888671875	-9.18310363769531	0.74006103515625	0.937528531389021	-0.122533449821651	0.325616041537192	-0.286293193157947	0.260062716807536	0.92217329763885	-0.197677667891374	-0.957785433696655	0.208735724339509
5	9.141516	-1.18553466796875	-8.59931762695313	1.15739318847656	0.93794706259966	-0.119402202713883	0.325573988131334	-0.287408781840573	0.257673470130202	0.922496924066405	-0.194039944036241	-0.95882610351311	0.207366832787406
6	9.141516	-1.27834167480469	-9.53397399902344	0.764609985351563	0.93785871469019	-0.117765988739364	0.326423349618108	-0.289240630835566	0.254436971939923	0.922822672447902	-0.191731293099248	-0.959892181031955	0.204563222599293
7	9.141516	-1.6813037109375	-9.32979858398438	1.312470703125	0.937502233923632	-0.116767383153419	0.327803202576945	-0.291259037895848	0.252164540608496	0.922811582774995	-0.19041463765211	-0.960613565743899	0.202395264461911
8	9.141516	-0.853225708007812	-9.26992309570313	0.692759399414063	0.937764177570213	-0.115964075450778	0.327338785466845	-0.291684831641676	0.24852260478002	0.923664697768363	-0.188463010312979	-0.961659424182075	0.1992306342548
9	9.141516	0.211959228515625	-9.32919982910156	0.229921875	0.937712109832628	-0.114929783184845	0.327852320428462	-0.293251547048894	0.244147937097126	0.924335066393485	-0.186278096475867	-0.962903385469333	0.19523714048568
10	9.141516	-1.69327880859375	-9.94292358398438	0.202379150390625	0.936929650081552	-0.116391990901411	0.32956901439921	-0.295238395142298	0.241138050776794	0.924492688181669	-0.187075174279916	-0.963486037740856	0.191566004934499
11	9.141516	-0.971180419921875	-9.47050598144531	-0.144898681640625	0.936202431060627	-0.114627877268806	0.332243070400304	-0.298618406279057	0.239083155751177	0.923940632328406	-0.185343075153968	-0.964209362321745	0.189600237614736
12	9.141516	-1.75016052246094	-9.40464294433594	1.52981872558594	0.936070527844704	-0.114403275482828	0.332691835576613	-0.299371100025491	0.237695369322595	0.924055115170152	-0.184794240630123	-0.964579080200994	0.18825059540023
13	9.141516	-0.829874267578125	-10.0417181396484	0.265248413085937	0.93559481412508	-0.111191240989877	0.33511020830376	-0.302979302599159	0.234497787544885	0.923696015923573	-0.181289508738885	-0.965736659531824	0.185706269300551
14	9.141516	-0.613723754882812	-9.43937072753906	0.13172607421875	0.935544930789615	-0.109829839193912	0.335697913154809	-0.303948451575709	0.233798285464219	0.923554925545157	-0.179919485488881	-0.966061989800153	0.185346191233555
15	9.141516	-0.72569091796875	-9.07832153320313	-0.417332153320313	0.935514700874719	-0.108002133444771	0.336374469332413	-0.305371739947384	0.231577282262161	0.923644987417557	-0.177652314617042	-0.966802721092286	0.183663152536807
16	9.141516	-1.34959350585938	-8.89151000976562	0.675994262695312	0.935463595801355	-0.10620461227184	0.337088180247524	-0.306138767017621	0.233084640311307	0.923011704031904	-0.176598177395266	-0.966639607497612	0.185528846699195
17	9.141516	-0.03113525390625	-9.56630676269531	0.410147094726563	0.93634213273788	-0.103669501469537	0.335434114134112	-0.305342635397157	0.231111539561236	0.923771254851738	-0.173289600001263	-0.967388283341644	0.184744753064085
18	9.141516	-0.346679077148438	-9.44475952148438	0.0952020263671875	0.936725161978611	-0.101087925484603	0.33515250593926	-0.305554636553739	0.231097771460519	0.923704597859345	-0.170828378780162	-0.967664741192528	0.185587213072831
19	9.141516	0.176033935546875	-9.22022644042969	0.612526245117188	0.937597502205706	-0.0985951210053853	0.333451534666667	-0.30456798808667	0.229843598402153	0.924343151057219	-0.167777425449493	-0.968220492650039	0.185471866120058
20	9.141516	-0.24189697265625	-9.58307189941406	0.142503662109375	0.937758514702085	-0.0964791053751037	0.333617670889539	-0.305119768897592	0.229914515758223	0.924143518113687	-0.165864085116764	-0.968416799559819	0.186166612470383
21	9.141516	-0.191002807617188	-9.148974609375	0.274828491210937	0.937754588638175	-0.093994482945276	0.334337208015945	-0.306122738687588	0.230962677867347	0.923550274912392	-0.164028047438413	-0.968411729900147	0.187812462433533
22	9.141516	0.339494018554688	-9.61300964355469	0.315543823242187	0.93839972164414	-0.0929921062482625	0.332803892095198	-0.304985445896721	0.229885063553352	0.924195182494612	-0.162449500489779	-0.968764845424618	0.187362840659609
23	9.141516	0.24189697265625	-10.3626507568359	0.162861328125	0.93888486936549	-0.0933810364021191	0.331323382991624	-0.303907392409283	0.227169789002511	0.925221153997003	-0.16166477326721	-0.96936776767387	0.184907090397964
24	9.141516	-0.075443115234375	-10.1890118408203	0.38080810546875	0.939350063341846	-0.0925748687628352	0.33022924185059	-0.303275476550548	0.225389618205218	0.925863653746244	-0.16014194897874	-0.96986051248561	0.183644064697012
25	9.141516	-0.712518310546875	-9.74174194335938	0.391585693359375	0.939828130620474	-0.0922348796974863	0.328961717927203	-0.301855360132615	0.2268117636341	0.925980434694167	-0.160020081407415	-0.969561318764512	0.185322482991095
26	9.141516	-0.23710693359375	-9.04958129882812	1.3268408203125	0.940808473701053	-0.0911372819636476	0.326455834146941	-0.299344115179895	0.228336702984325	0.926420774150393	-0.158973320149835	-0.96930714735141	0.187539695995305
27	9.141516	0.393980712890625	-9.36392761230469	0.249680786132812	0.942068736785083	-0.090763993949881	0.322906166826254	-0.296014816969423	0.227755833050423	0.927632744487853	-0.157739415831039	-0.969478817671523	0.187694162880758
28	9.141516	-0.513132934570313	-9.92855346679688	0.432301025390625	0.942615398099693	-0.0887221320409397	0.321876675997917	-0.295501633732059	0.227067518227966	0.927965046016	-0.155418775336322	-0.9698292248906	0.187819804123675
29	9.141516	0.187410278320313	-9.15975219726563	0.507744140625	0.943362361692863	-0.0886055963969264	0.319713157108695	-0.293567062485605	0.225982881681929	0.928843429761068	-0.154550426608396	-0.970093183912698	0.187172060311593
30	9.141516	0.119152221679688	-9.60342956542969	0.28500732421875	0.943612561045281	-0.0895304495113883	0.318715599316781	-0.292400138581786	0.226039077985354	0.929197769143299	-0.155233674165493	-0.969995172067274	0.187114597429654
31	9.141516	-0.135917358398437	-9.09568542480469	0.825682983398437	0.944551897348192	-0.0901255071142525	0.315751652700871	-0.289435644199988	0.225618011873815	0.930227671371179	-0.155076500742279	-0.970038094966124	0.187022386980874
32	9.141516	-0.831670532226563	-9.513017578125	1.68250122070313	0.94532089120977	-0.0893244438060581	0.313671095864929	-0.287779322273168	0.224101685027954	0.931107671775734	-0.153464896032817	-0.970463589479982	0.186142276711302
33	9.141516	0.0161663818359375	-9.74114318847656	0.972976684570312	0.944801486425186	-0.0881025433545479	0.315575811974271	-0.290062321469867	0.222980214472716	0.930668401535807	-0.152361415431441	-0.970833541760977	0.185116809824409
34	9.141516	0.447269897460938	-9.22441772460938	0.392184448242188	0.945332565143902	-0.0885894617025028	0.31384430623115	-0.288540613571067	0.221223300818453	0.931560285486141	-0.151956097602179	-0.971191102950521	0.183567932796739
35	9.141516	0.297581176757813	-9.0483837890625	1.75375305175781	0.941441281652666	-0.085615001422973	0.326126332471835	-0.301472552256943	0.219439262354386	0.927879685289557	-0.151005342408374	-0.971862377946954	0.180778607405363
36	9.141516	0.774788818359375	-8.67715576171875	-0.25147705078125	0.93990040929564	-0.0791896751732967	0.332138850410241	-0.309588932955933	0.212647515497615	0.926787854227654	-0.144020530470816	-0.973914795810516	0.175351239813882
37	9.141516	-2.27227478027344	-12.1888531494141	-0.202977905273438	0.939794046321201	-0.0858464013296657	0.330783230950377	-0.306930207028511	0.21358701081296	0.927455894814099	-0.150269752487519	-0.973144893728951	0.174378947400795
