1	9.141516	0	0	0	0	0	0	0	0	0	0	0	0	-0.53887939453125	-2.07767944335938	8.77954284667969	0.730094988081776	0.65111138422809	0.207401238440017	-0.680166188515045	0.72166281398634	0.128750685086468	-0.0658427245699089	-0.235067539736772	0.969746352085592
2	9.141516	0	0	0	0	0	0	0	0	0	0	0	0	-0.563428344726563	-2.09085205078125	8.78253662109375	0.730015881987036	0.650284067077656	0.210255663780156	-0.680015869301686	0.721853757746242	0.128474004862863	-0.0682292425911586	-0.236765251953435	0.969168192793626
3	9.141516	0	0	0	0	0	0	0	0	0	0	0	0	-0.532891845703125	-2.08725952148438	8.82085693359375	0.730052460569962	0.649877842580695	0.211381632452788	-0.67986838602536	0.722038082864442	0.128218503254066	-0.0692992243752889	-0.237317923082312	0.968957078969384
4	9.141516	0	0	0	0	0	0	0	0	0	0	0	0	-0.527503051757813	-2.11659851074219	8.80169677734375	0.730003983544113	0.649705216952793	0.212078558732491	-0.679844203111752	0.722116009885017	0.127907496899474	-0.0700431545911105	-0.237553361020351	0.968845889273862
5	9.141516	0	0	0	0	0	0	0	0	0	0	0	0	-0.529898071289063	-2.09624084472656	8.76038269042969	0.730024621753939	0.649705283618486	0.212007301929063	-0.679802417360154	0.72221540327546	0.127567960801118	-0.0702333609071183	-0.237250828681139	0.968906248976547
6	9.141516	0	0	0	0	0	0	0	0	0	0	0	0	-0.549058227539063	-2.10222839355469	8.76457397460937	0.729805107919547	0.649923153059209	0.212095260607383	-0.679997811299847	0.722131975970322	0.126997582294373	-0.070622100520695	-0.236907797251958	0.968961926248534
7	9.141516	0	0	0	0	0	0	0	0	0	0	0	0	-0.594563598632812	-1.98068115234375	8.54842346191406	0.7298374221847	0.6499055505372	0.212037997914832	-0.679932612459271	0.722274926421371	0.126532893657402	-0.0709152994289913	-0.236519990791354	0.969035249236556
8	9.141516	0	0	0	0	0	0	0	0	0	0	0	0	-0.559237060546875	-2.10462341308594	8.69332214355469	0.729978224391543	0.649859739966848	0.211693434674748	-0.679791883772972	0.722436655455738	0.126365634609742	-0.0708151584801299	-0.236151640316447	0.969132403805221
9	9.141516	0	0	0	0	0	0	0	0	0	0	0	0	-0.564027099609375	-2.10522216796875	8.8472021484375	0.730037858922381	0.649888082862104	0.211400577799222	-0.679725900992202	0.722554853022636	0.12604437271761	-0.0708337776796132	-0.235711612202827	0.969238160522159
10	9.141516	0	0	0	0	0	0	0	0	0	0	0	0	-0.56282958984375	-2.13336364746094	8.75200012207031	0.730168476906353	0.64978791582158	0.211257330723704	-0.679572597384517	0.722745965529806	0.125775014189826	-0.0709582991363162	-0.235401643500288	0.969304382545052
