aX,aY,aZ,gX,gY,gZ
3.630,-7.729,4.654,-3.400,-3.400,-3.400
3.630,-7.729,4.654,-3.400,-3.400,-3.400
3.443,-8.523,4.458,-1.107,-1.107,-1.107
3.251,-8.820,4.506,-1.768,-1.768,-1.768
3.472,-8.083,4.808,-2.195,-2.195,-2.195
3.472,-8.083,4.808,-2.195,-2.195,-2.195
3.534,-7.647,4.592,-0.291,-0.291,-0.291
3.294,-8.591,4.654,-0.330,-0.330,-0.330
3.294,-8.591,4.654,-0.330,-0.330,-0.330
3.323,-8.509,4.583,-1.243,-1.243,-1.243
3.649,-7.336,4.386,-0.253,-0.253,-0.253
3.663,-7.341,4.549,-1.302,-1.302,-1.302
3.567,-7.729,5.172,-2.195,-2.195,-2.195
3.381,-8.260,4.975,-5.945,-5.945,-5.945
3.381,-8.260,4.975,-5.945,-5.945,-5.945
3.251,-8.514,4.788,-9.364,-9.364,-9.364
3.136,-8.777,4.496,-9.267,-9.267,-9.267
3.098,-8.332,3.457,-11.404,-11.404,-11.404
3.098,-8.332,3.457,-11.404,-11.404,-11.404
3.165,-8.509,3.472,-4.410,-4.410,-4.410
3.165,-8.509,3.472,-4.410,-4.410,-4.410
2.907,-8.547,3.318,-3.186,-3.186,-3.186
2.926,-8.557,2.696,-3.866,-3.866,-3.866
2.926,-8.557,2.696,-3.866,-3.866,-3.866
3.208,-8.571,3.706,-0.894,-0.894,-0.894
3.318,-8.231,4.295,1.593,1.593,1.593
3.079,-8.557,4.008,0.913,0.913,0.913
2.940,-8.849,3.065,-3.031,-3.031,-3.031
2.801,-9.050,2.452,-4.488,-4.488,-4.488
2.873,-9.036,2.830,-1.224,-1.224,-1.224
3.132,-8.720,4.056,1.710,1.710,1.710
3.108,-8.835,4.061,1.690,1.690,1.690
3.031,-9.017,3.462,0.622,0.622,0.622
2.916,-9.333,3.376,0.408,0.408,0.408
3.156,-9.261,3.539,-0.622,-0.622,-0.622
3.132,-9.156,3.802,-0.855,-0.855,-0.855
3.117,-8.605,4.094,0.563,0.563,0.563
3.247,-8.241,4.209,1.632,1.632,1.632
3.333,-8.351,3.692,1.807,1.807,1.807
3.170,-8.495,3.055,-1.535,-1.535,-1.535
3.170,-8.495,3.055,-1.535,-1.535,-1.535
3.127,-8.294,3.558,-0.155,-0.155,-0.155
2.801,-8.677,3.979,2.467,2.467,2.467
3.170,-8.557,4.324,3.147,3.147,3.147
3.218,-8.691,4.022,0.272,0.272,0.272
3.199,-8.940,3.132,-2.176,-2.176,-2.176
2.978,-9.117,2.931,-1.749,-1.749,-1.749
